"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","listing-card--owner-info__firm-name","he-icon href","text-ellipsis"
"https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-kiralik/daire/2073-1826","24","59.000","27-02-2026","Kiralık Daire","3 +
                          1","110 m²","31
                        Yaşında","1. Kat","Erenköy Marmaray Yakını 3+1 Ön Cephe Balkonlu","İstanbul / Kadıköy / Erenköy Mah.","","","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/34400-5143","24","85.000","23-02-2026","Kiralık Daire","2 +
                          1","100 m²","16
                        Yaşında","19. Kat","Ataşehir Andromeda Gold'da 2+1 Kiralık Daire Troyka'dan","İstanbul / Ataşehir / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/troyka-real-estate-34400","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/2/4/7/0/7/79641321-8d72-4e67-ae0c-bc079db9f6d0.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/0/4/4/3/0/2acafa23-04f2-45c2-93fc-3d53777824cf.jpg","Troyka Real Estate","",""
"https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/65704-8958","24","20.000","06-03-2026","Kiralık Daire","2 +
                          1","75 m²","35
                        Yaşında","Kot 1","Zeynep Kamil Hastane Yakınında Kot 1 Kiralık Daire","İstanbul / Üsküdar / Zeynep Kamil Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozyilmaz-gayrimenkul-65704","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/7/5/6/0/b0451a74-0414-4969-82ef-1340a392cb72.jpg","","Özyılmaz Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/daire/33012-6523","22","42.000","06-03-2026","Kiralık Daire","1 +
                          1","65 m²","6
                        Yaşında","4. Kat","Şişli Esentepe 1+1 65m2 Amerikan Mutfaklı Yeni Bina'akdere Emlak","İstanbul / Şişli / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/akdere-emlak-33012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Akdere Emlak","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/82808-1126","10","35.000","17-02-2026","Kiralık Daire","3 +
                          1","140 m²","15
                        Yaşında","En Üst Kat","Kagıthane Çaglayan Mah.3+1 Kiralık Dubleks Daire","İstanbul / Kağıthane / Çağlayan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-riva-kiralik/villa/110129-814","31","400.000","05-03-2026","Kiralık Villa","8 +
                          1","520 m²","1
                        Yaşında","Bahçe Katı","Düşler Vadisi Taşınmaya Hazır Bahçeli Muhteşem Kiralık Villa","İstanbul / Beykoz / Riva Mah.","https://www.hepsiemlak.com/emlak-ofisi/derya-demirli-gayrimenkul-110129","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Derya Demirli Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/10673-5574","31","72.000","23-02-2026","Kiralık Daire","2 +
                          1","80 m²","31
                        Yaşında","1. Kat","Cihangir Merkezde İçi Yenilenmiş Full Eşyalı Kiralık Ferah Daire","İstanbul / Beyoğlu / Cihangir Mah.","https://www.hepsiemlak.com/emlak-ofisi/prime-brokers-10673","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Prime Brokers","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karlitepe-kiralik/daire/40658-22182","14","30.000","08-03-2026","Kiralık Daire","2 +
                          1","85 m²","21
                        Yaşında","Kot 1","Gaziosmanpaşa Karlıtepe Mahallesi 2+1 Kiralık","İstanbul / Gaziosmanpaşa / Karlıtepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Oluşum","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-rasimpasa-kiralik/daire/80253-985","14","55.000","02-03-2026","Kiralık Daire","2 +
                          1","75 m²","35
                        Yaşında","3. Kat","Kadıköy Rasimpaşada Her Yere Yakın 2+1 Eşyalı Ferah Balkonlu Daire","İstanbul / Kadıköy / Rasimpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/32175-4124","12","28.000","08-03-2026","Kiralık Daire","1 +
                          1","66 m²","11
                        Yaşında","2. Kat","Bahçeşehir Spradon Quartz Eşyalı Kiralık 1+1 Daire","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/bahcesehir-avrupa-emlak-danismanligi-32175","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Bahçeşehir Avrupa Emlak Danışmanlığı","",""
"https://www.hepsiemlak.com/istanbul-tuzla-istasyon-kiralik/daire/6738-20511","14","51.000","28-02-2026","Kiralık Daire","2 +
                          1","96 m²","Sıfır Bina","5. Kat","Tuzla Marina 360 Marine Kiralık Balkonlu 2+1 Daire","İstanbul / Tuzla / İstasyon Mah.","https://www.hepsiemlak.com/emlak-ofisi/era-joy-6738","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Era Joy","",""
"https://www.hepsiemlak.com/istanbul-sariyer-fatih-sultan-mehmet-kiralik/daire/2257-3941","14","28.500","05-03-2026","Kiralık Daire","2 +
                          1","90 m²","29
                        Yaşında","Yüksek Giriş","Fsm Mah. Kombili Temiz Otopark Sorunun Olmayan Ferah Daire","İstanbul / Sarıyer / Fatih Sultan Mehmet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/14669-63","14","19.000","27-02-2026","Kiralık Daire","1 +
                          1","65 m²","11
                        Yaşında","3. Kat","Silyanoğlu'dan Bilgi Üniversitesi Karşısı 1+1 Kiralık Daire","İstanbul / Şişli / Kuştepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-rami-yeni-kiralik/daire/49897-170","20","25.000","24-02-2026","Kiralık Daire","2 +
                          1","85 m²","31
                        Yaşında","2. Kat","Rami Yeni Mahallede Merkezi Konum Ara Kat Kiralık Daire","İstanbul / Eyüpsultan / Rami Yeni Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/96625-129","20","70.000","05-03-2026","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","1. Kat","Göztepe Tütüncü'de Cadde Üzeri İşyerine De Uygun 1+1 Kiralık","İstanbul / Kadıköy / Göztepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sile-ahmetli-kiralik/daire/164895-32","10","40.000","21-02-2026","Kiralık Daire","3 +
                          1","105 m²","5
                        Yaşında","Bahçe Katı","Şile Ahmetli'de Sezonluk Şömineli &kış Bahçeli Müstakil","İstanbul / Şile / Ahmetli Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-grand-164895/melek-tosunasal-4600030","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Grand","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-sultanbeyli-abdurrahmangazi-kiralik/daire/162131-95","10","32.500","05-03-2026","Kiralık Daire","1 +
                          1","85 m²","2
                        Yaşında","4. Kat","Enc Den Belediye Karşısı Kiralık 1+1 Ofis Veya Daire","İstanbul / Sultanbeyli / Abdurrahmangazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-atasehir-kucukbakkalkoy-kiralik/daire/166472-5","10","32.500","13-02-2026","Kiralık Daire","2 +
                          1","80 m²","21
                        Yaşında","4. Kat","Ataser'den Merkezde,Metroya Yakın ,Tertemiz 2+1 Daire!!","İstanbul / Ataşehir / Küçükbakkalköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-avcilar-universite-kiralik/daire/32364-579","14","29.500","04-03-2026","Kiralık Daire","2 +
                          1","135 m²","26
                        Yaşında","5. Kat","Üniversite Mahallesinde Eşyalı Kiralık Daire(bayana)","İstanbul / Avcılar / Üniversite Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/daire/140511-232","10","35.000","27-02-2026","Kiralık Daire","2 +
                          1","105 m²","11
                        Yaşında","4. Kat","Acr Gyd'den Merkez'de Kiralık Dublex Daire","İstanbul / Şile / Çavuş Mah.","https://www.hepsiemlak.com/emlak-ofisi/acr-gayrimenkul-yatirim-danismanligi-140511","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Acr Gayrimenkul Yatırım Danışmanlığı","",""
"https://www.hepsiemlak.com/istanbul-uskudar-bulgurlu-kiralik/daire/158451-9","10","12.000","05-03-2026","Kiralık Daire","5 +
                          1","160 m²","20
                        Yaşında","3. Kat","Üsküdar Bulgurlu Mah (kadınlar İçin Çift Ve Tek Kişilik Oda)","İstanbul / Üsküdar / Bulgurlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-cekmekoy-nisantepe-kiralik/daire/37996-5938","29","40.500","18-02-2026","Kiralık Daire","2 +
                          1","109 m²","11
                        Yaşında","12. Kat","Alemdağ Emlak Konutları 2+1 109m2 Havuz Manzaralı Kiralık Daire","İstanbul / Çekmeköy / Nişantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/citylife-gayrimenkul-37996","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Cıtylife Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-kiralik/daire/166395-29","13","28.500","02-03-2026","Kiralık Daire","3 +
                          1","100 m²","11
                        Yaşında","Bahçe Katı","3+1 - Full Eşyalı","İstanbul / Bahçelievler / Şirinevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-besiktas-abbasaga-kiralik/daire/145276-128","13","50.000","05-03-2026","Kiralık Daire","2 +
                          1","70 m²","3
                        Yaşında","Yüksek Giriş","Abassağa Yüksek Giriş Kiralık 2+1 Daire","İstanbul / Beşiktaş / Abbasağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/rookz-fark-145276","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Rookz | Fark","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-kayabasi-kiralik/daire/69864-1765","12","25.000","05-03-2026","Kiralık Daire","1 +
                          1","49 m²","11
                        Yaşında","2. Kat","Kayaşehir De Kiralık Daire 1+1 Boş Eşyasız","İstanbul / Başakşehir / Kayabaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/yuva-yatirim-emlak-ve-gayrimenkul-69864/elif-kindik-1331294","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/9/2/1/3/3/1/ed276a27-b597-4ee7-b233-8c739fded7e1.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/6/8/9/6/0/96f1627c-b444-43ba-b901-63f8456a9b79.jpg","Yuva Yatırım Emlak Ve Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/165107-89","34","45.000","27-02-2026","Kiralık Daire","2 +
                          1","127 m²","11
                        Yaşında","7. Kat","Ispartakule Bizimevler 6 Metro 2+1 Kilerli Büyük Tip Balkonlu","İstanbul / Avcılar / Tahtakale Mah.","https://www.hepsiemlak.com/emlak-ofisi/bulvar-emlak-ve-ticaret-limited-sirketi-165107/onder-ozsafak-4604768","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/7/4/0/6/4/2ffdde05-b647-4c40-b8c0-54494e0647f0.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/1/5/6/1/cc13c1fd-d0b5-44cf-b5ac-bbffb57bc91b.jpg","Bulvar Emlak Ve Ticaret Limited Şirketi","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-kiralik/daire/137802-204","33","58.500","25-02-2026","Kiralık Daire","2 +
                          1","100 m²","Sıfır Bina","7. Kat","Fikirtepe 16.Etap Emlak Konut Kiralık 2+1 Boş Daire","İstanbul / Kadıköy / Dumlupınar Mah.","","","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/3413-3485","60","47.500","27-02-2026","Kiralık Daire","2 +
                          1","90 m²","6
                        Yaşında","4. Kat","Maltepe Metroya Çok Yakın 2+1 Kiralık Daire Arakat Otopark","İstanbul / Maltepe / Zümrütevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-kiralik/daire/2137-28412","53","55.000","23-02-2026","Kiralık Daire","2 +
                          1","75 m²","16
                        Yaşında","1. Kat","Idealtepe'de Kıralık 2+1 Daıre","İstanbul / Maltepe / İdealtepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Yıldız","",""
"https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/129971-861","27","44.000","27-02-2026","Kiralık Daire","2 +
                          1","79 m²","11
                        Yaşında","2. Kat","İnönü Mah. Eşyalı Arakat Site İçerisinde 2+1","İstanbul / Ataşehir / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/36118-17566","53","190.000","18-02-2026","Kiralık Daire","4 +
                          1","169 m²","1
                        Yaşında","2. Kat","Caddebostan Cemil Topuzlu Caddesinde Kiralık 4+1 Daire","İstanbul / Kadıköy / Caddebostan Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-joker-36118","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Joker","",""
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/155960-6","17","29.000","17-02-2026","Kiralık Daire","1 +
                          1","60 m²","3
                        Yaşında","5. Kat","Depozitosuz Faturaları Dahil_lüx_eşyalı_1+1güvenlikli","İstanbul / Şişli / Gülbahar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-kartal-soganlik-yeni-kiralik/daire/158114-352","23","35.000","27-02-2026","Kiralık Daire","1 +
                          1","60 m²","11
                        Yaşında","1. Kat","Aura Rezidansta Soğanlık Metroya 100 Metre Kiralık 1+1 Daire","İstanbul / Kartal / Soğanlık Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-balance-158114/ayse-koymen-4426236","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Remax Balance","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-sariyer-yenikoy-kiralik/daire/11217-10137","37","270.000","21-02-2026","Kiralık Daire","4 +
                          1","300 m²","20
                        Yaşında","Giriş Katı","Yeniköy’de Site İçinde Kiralık 4+1 | 250 M² Boğaz Manzaralı Bahçe Dubleks","İstanbul / Sarıyer / Yeniköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217/erhan-beldan-2325952","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Ahenk","",""
"https://www.hepsiemlak.com/istanbul-pendik-kurtkoy-kiralik/daire/161261-317","32","45.000","13-02-2026","Kiralık Daire","2 +
                          1","90 m²","11
                        Yaşında","5. Kat","Kurtköy Merkezde Kiralık 2+1 Ara Kat Daire // Metroya 5-6 Dk","İstanbul / Pendik / Kurtköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-uskudar-mehmet-akif-ersoy-kiralik/daire/139012-818","29","59.500","07-02-2026","Kiralık Daire","2 +
                          1","100 m²","1
                        Yaşında","4. Kat","Remax Anı 'dan Yeni Çamlıca Konutları 'nda Kiralık 2+1 Dubleks Daire","İstanbul / Üsküdar / Mehmet Akif Ersoy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ani-139012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Anı","",""
"https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/bina/8496-4800","40","650.000","19-02-2026","Kiralık Bina","50 +
                          0","1.800 m²","39
                        Yaşında","","Mecidiyeköy Ortaklar Caddesinde Kiralık Boş Bina","İstanbul / Şişli / Fulya Mah.","https://www.hepsiemlak.com/emlak-ofisi/hatice-ercin-emlak-ofisi-8496","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hatice Erçin Emlak Ofisi","",""
"https://www.hepsiemlak.com/istanbul-pendik-bati-kiralik/daire/165933-11","16","140.000","14-02-2026","Kiralık Daire","3 +
                          1","154 m²","5
                        Yaşında","7. Kat","Sahil Konaklarında Deniz Manzaralı Mimar Dekorlu Eşyalı Kiralık","İstanbul / Pendik / Batı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/137669-575","48","30.000","07-02-2026","Kiralık Daire","1 +
                          1","53 m²","9
                        Yaşında","1. Kat","Green Pine Residence Fırsat 1. Kat 53 M2 1+1","İstanbul / Sarıyer / Ayazağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-137669","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Safir Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-kartal-soganlik-yeni-kiralik/daire/31610-11123","52","40.000","28-02-2026","Kiralık Daire","1 +
                          1","64 m²","7
                        Yaşında","3. Kat","İlkemcity Den Çukurova Balkonda Eşyalı Kiralık 1+1","İstanbul / Kartal / Soğanlık Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/ilkemcity-31610","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İlkemcity","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17640","57","130.000","24-02-2026","Kiralık Daire","4 +
                          1","225 m²","9
                        Yaşında","Ara Kat","Günyüzü Emlak'dan Adakale Bölgesinde Yeni Binada 4+1 Ara Kat Daire Kiralık","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/cigdem-yavuz-4364083","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Günyüzü Emlak","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-meclis-kiralik/daire/119974-430","40","36.500","20-02-2026","Kiralık Daire","3 +
                          1","140 m²","16
                        Yaşında","4. Kat","Csg Groupdan Metronun Yanıbaşı Site İçi 3+1 Boş Ara Kat Daire","İstanbul / Sancaktepe / Meclis Mah.","https://www.hepsiemlak.com/emlak-ofisi/csg-group-gayrimenkul-119974","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Csg Group Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/64804-28","40","48.000","27-02-2026","Kiralık Daire","3 +
                          1","165 m²","6
                        Yaşında","1. Kat","Bahçeşehir Vaditepe 1.Bölge 3+1 Kiralık Boş Daire","İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-umraniye-necip-fazil-kiralik/daire/96635-353","18","28.500","04-03-2026","Kiralık Daire","2 +
                          1","85 m²","11
                        Yaşında","2. Kat","Panorama'dan Ara Kat Tüm Cepheleri Açık Kiralık 2+1","İstanbul / Ümraniye / Necip Fazıl Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/166894-8","9","37.000","25-02-2026","Kiralık Daire","2 +
                          1","68 m²","Sıfır Bina","Yüksek Giriş","Zümrütevler Mah. Sıfır Ankastre 3 'lü Set Metroya Yakın 2+1 68","İstanbul / Maltepe / Zümrütevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/6231-16320","14","195.000","23-02-2026","Kiralık Daire","2 +
                          1","192 m²","24
                        Yaşında","3. Kat","Kemer Country'de Özel Mimari Dekorasyonlu Kiralık Daire","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231/irem-behar-524389","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Space İstanbul Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-tuzla-cami-kiralik/daire/138800-441","8","20.500","07-03-2026","Kiralık Daire","1 +
                          1","60 m²","31
                        Yaşında","Giriş Katı","Kalekapı Çarşı İçi Eşyalı 1+1 Kiralık Daire","İstanbul / Tuzla / Cami Mah.","https://www.hepsiemlak.com/emlak-ofisi/ella-gayrimenkul-danismanlik-138800","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ella Gayrimenkul Danışmanlık","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-merkez-kiralik/daire/165920-21","12","60.000","21-02-2026","Kiralık Daire","3 +
                          2","160 m²","16
                        Yaşında","3. Kat","Eşsiz Manzaralı Büyükteraslı Kiralık 3+2 Dublex Daire","İstanbul / Eyüpsultan / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/acat-gayrimenkul-165920/mehmet-acat-4630227","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Acat Gayrimenkul","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/daire/148566-625","12","20.000","26-02-2026","Kiralık Daire","1 +
                          1","50 m²","21
                        Yaşında","Çatı Katı","Şile'de Merkezi Lokasyonda 1+1 Eşyalı Kiralık Daire","İstanbul / Şile / Çavuş Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-anka-gayrimenkul-148566","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/5/8/4/1/8a53c0e9-6739-4013-87a9-c5c23a52e330.jpg","","Remax Anka Gayrimenkul","[object Object]","Hepsiemlak’ta Yeni Üye"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/166360-7","12","28.000","12-02-2026","Kiralık Daire","2 +
                          1","65 m²","6
                        Yaşında","Kot 2","Mecidiyeköyde Kiralık 2+1.60m2 Fuleşyalı Deire","İstanbul / Şişli / Gülbahar Mah.","","","","","[object Object]","Hepsiemlak’ta Yeni Üye"
