"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","wp-btn","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-kadikoy-bostanci-kiralik/daire/2137-28328","43","67.000","03-03-2026","Kiralık Daire","2 +
                          1","69 m²","Sıfır Bina","11. Kat","Bostancı Modern De Kiralık Daire","İstanbul / Kadıköy / Bostancı Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137/diler-kekec-4363459","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Yıldız","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Diler
          Kekeç"
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/150747-437","32","26.000","05-03-2026","Kiralık Daire","2 +
                          1","100 m²","30
                        Yaşında","Ara Kat","Kağıthane Harmantepe Mah 2+1 84 M2 Net Kiralık Daire****","İstanbul / Kağıthane / Harmantepe Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-150747","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/4/7/0/5/1/76ad30e0-3773-4566-88fa-906a1d64f06b.jpg","Safir Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-sisli-harbiye-kiralik/daire/8496-4745","35","310.000","02-03-2026","Kiralık Daire","4 +
                          1","190 m²","31
                        Yaşında","Giriş Katı","Mim Kemal Öke'de 3 Doktor İçin Muayenehaneye Uygun Kiralık 4+1","İstanbul / Şişli / Harbiye Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/hatice-ercin-emlak-ofisi-8496","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/4/8/0/0/79400d8c-3397-4e27-9482-e69fed9ae457.jpg","Hatice Erçin Emlak Ofisi","",""
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/137669-553","60","80.000","02-03-2026","Kiralık Daire","3 +
                          1","240 m²","10
                        Yaşında","9. Kat","Green Pine Maslak Residence Özel Yapım Lüks 3+1 Dubleks","İstanbul / Sarıyer / Ayazağa Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-137669","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/6/7/3/1/f790a6f3-ded3-4315-b227-db72018d7873.jpg","Safir Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17645","35","120.000","07-03-2026","Kiralık Daire","4 +
                          1","200 m²","30
                        Yaşında","Ara Kat","Günyüzü Emlaktan Adakale Bölgesinde 3,5+1 Arakat 200 M2 Kiralık","İstanbul / Bakırköy / Şenlikköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/abdullah-ince-1656063","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Günyüzü Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Abdullah
          İnce"
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/162100-11","32","65.000","04-03-2026","Kiralık Daire","1 +
                          1","85 m²","1
                        Yaşında","Bahçe Katı","Seba Göktürk Evlerinde 1+1 Bahçe Katı Kiralık Daire","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/residence/8525-56989","35","760.000","06-03-2026","Kiralık Residence","3 +
                          1","350 m²","4
                        Yaşında","12. Kat","Zorlu Center'da R3 Kulede Kiralık 3.5+1 Mobilyalı & Boş Daire","İstanbul / Beşiktaş / Levazım Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Versatıe Selenıum Twins Zorlu Center","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sinan
          Çizmeci"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/34488-5603","59","47.000","07-03-2026","Kiralık Daire","2 +
                          1","70 m²","3
                        Yaşında","6. Kat","Dky On Kiralık","İstanbul / Kağıthane / Merkez Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/ivem-gayrimenkul-34488","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İvem Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kartal-hurriyet-kiralik/daire/102386-2101","36","37.250","07-03-2026","Kiralık Daire","2 +
                          1","100 m²","3
                        Yaşında","12. Kat","Nexus Metsan Projesinde Çok Kullanışlı Yüksek Kat Ferah 2+1","İstanbul / Kartal / Hürriyet Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/boztepe-emlak-102386","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Boztepe Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mustafa
          Boztepe"
"https://www.hepsiemlak.com/istanbul-tuzla-cami-kiralik/daire/5630-6110","60","43.000","08-03-2026","Kiralık Daire","3 +
                          1","120 m²","2
                        Yaşında","4. Kat","Marina Yanında Kapalı Garajlı 2 Banyolu Balkonlu 3+1","İstanbul / Tuzla / Cami Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/kiziroglu-emlak-5630/mustafa-bey-emre-bey-5630","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kiziroğlu Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mustafa Bey
          Emre Bey"
"https://www.hepsiemlak.com/istanbul-beykoz-yalikoy-kiralik/daire/139549-345","11","20.000","03-03-2026","Kiralık Daire","2 +
                          1","100 m²","30
                        Yaşında","1. Kat","Beykoz Ortaçeşme 2+1 Bahçeli Otoparklı Kiralık Daire","İstanbul / Beykoz / Yalıköy Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/110844-6159","25","40.000","06-03-2026","Kiralık Daire","2 +
                          1","85 m²","30
                        Yaşında","5. Kat","Şişli Kurtuluş Caddesinde Asansörlü 2+1 Daire","İstanbul / Şişli / Feriköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-110844/ali-zincidi-2308953","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Erkin Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ali
          Zincidi"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/95585-4518","25","25.000","06-03-2026","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","Yüksek Giriş","Cadde Dibi Yeni Bina 1+1 Y.Giriş Temiz Ferah Lüks Daire ....!!!!","İstanbul / Şişli / Mecidiyeköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Paranın Merkezi Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-circir-kiralik/daire/66267-1227","25","20.500","05-03-2026","Kiralık Daire","3 +
                          1","120 m²","28
                        Yaşında","2. Kat","Eyüpsultan Çırçır Kiralık 3+1 Daire 2, Kat","İstanbul / Eyüpsultan / Çırçır Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/18707-16885","16","76.000","06-03-2026","Kiralık Daire","3 +
                          1","170 m²","40
                        Yaşında","1. Kat","Ceylan'dan Gümüşsuyu'nda Merkezi Konumda Nezih Binada 3+1 Daire","İstanbul / Beyoğlu / Ömer Avni Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/nuray-ceylan-emlak-18707/nuray-ceylan-18707","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Nuray Ceylan Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Nuray
          Ceylan"
"https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/24435-4524","16","50.000","05-03-2026","Kiralık Daire","1 +
                          1","80 m²","4
                        Yaşında","4. Kat","Kordon İstanbul 1+1 Kiralık Daire Kağıthane","İstanbul / Kağıthane / Hamidiye Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/century-21-invest-24435/talha-aydinbas-24435","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Century 21 Invest","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Talha
          Aydınbaş"
"https://www.hepsiemlak.com/istanbul-beyoglu-kilicali-pasa-kiralik/daire/45647-1844","34","60.000","05-03-2026","Kiralık Daire","2 +
                          1","85 m²","55
                        Yaşında","1. Kat","Cihangir'de Süper Deniz Manzaralı Merkezde Balkonlu Bakımlı Kombili Klimalı(2+1)(85)m2 Can Emlak'tan","İstanbul / Beyoğlu / Kılıçali Paşa Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/can-emlak-cihangir-45647","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Can Emlak Cihangir","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/73540-11838","29","28.500","02-03-2026","Kiralık Daire","1 +
                          1","75 m²","11
                        Yaşında","Bahçe Katı","İçerenköy Karakoluna Yakın Bahçe Kullanımlı Eşyalı 1+1","İstanbul / Ataşehir / İçerenköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/asia-emlak-73540","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Asıa Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-gultepe-kiralik/daire/3517-2534","7","30.000","07-03-2026","Kiralık Daire","2 +
                          1","90 m²","28
                        Yaşında","2. Kat","Levent Gültepede 2+1 90 M2 Kiralık Daire","İstanbul / Kağıthane / Gültepe Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/yazgan-emlak-3517","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yazgan Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-cinar-kiralik/daire/3419-197","13","40.000","07-03-2026","Kiralık Daire","1 +
                          1","45 m²","Sıfır Bina","3. Kat","Küçükyalı Telekoma Minibüse 1 Dakika Mesafede Sıfır 1+1 Arakat","İstanbul / Maltepe / Çınar Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-kiralik/daire/28683-819","11","100.000","04-03-2026","Kiralık Daire","2 +
                          1","100 m²","Sıfır Bina","1. Kat","3938-İstanbul Bakırköy Yeşilköy'de Kiralık Sıfır Daire","İstanbul / Bakırköy / Yeşilköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/darussafaka-cemiyeti-28683/darussafaka-cemiyeti-28683","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Darüşşafaka Cemiyeti","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Darüşşafaka
          Cemiyeti"
"https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/daire/28284-3888","24","150.000","07-03-2026","Kiralık Daire","3 +
                          1","150 m²","12
                        Yaşında","2. Kat","Çekmeköy Kayra Evlerinde Komple Yenilenmiş Masrafsız 3+1 Daire","İstanbul / Çekmeköy / Merkez Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/ac-gayrimenkul-28284","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ac Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/daire/31514-4964","24","120.000","05-03-2026","Kiralık Daire","2 +
                          1","176 m²","5
                        Yaşında","7. Kat","Skyland'da Modern Yaşam: 2+1 Eşyalı Kiralık Daire","İstanbul / Sarıyer / Huzur Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/century-21-aci-gayrimenkul-31514","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Century 21 Açı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/32964-11251","24","45.000","05-03-2026","Kiralık Daire","3 +
                          1","150 m²","5
                        Yaşında","10. Kat","Kozapark Kınalı Blokta Kiralık 3+1 150 M2 Eşyalı Kiralık Daire","İstanbul / Esenyurt / Koza Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/lalezar-gayrimenkul-32964/ersoy-istek-32964","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Lalezar Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ersoy
          İstek"
"https://www.hepsiemlak.com/istanbul-umraniye-madenler-kiralik/daire/4596-5033","33","52.000","06-03-2026","Kiralık Daire","2 +
                          1","123 m²","16
                        Yaşında","13. Kat","Ağaoğlu Eltes Gold Rezidans Full Eşyalı 123m2 2+1 Kiralık Daire","İstanbul / Ümraniye / Madenler Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/77929-3358","33","110.000","07-03-2026","Kiralık Daire","4 +
                          1","140 m²","35
                        Yaşında","2. Kat","Elizden Nişantaşı Amerikan Hast.Yanı Asansörlü Kapalı Balkonlu Merkezi","İstanbul / Şişli / Teşvikiye Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/eliz-gayrimenkul-77929/guray-erdogan-4418561","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Eliz Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/2/9/7/7/0/ac3570d1-dcaf-4a79-9012-a7ee5954cf05.jpg","Güray 
          Erdoğan"
"https://www.hepsiemlak.com/istanbul-sariyer-rumeli-hisari-kiralik/daire/33208-5986","33","100.000","04-03-2026","Kiralık Daire","3 +
                          1","180 m²","55
                        Yaşında","Bahçe Katı","Diamond Projeden Nisbetiye Caddesi Hisarüstü Nde Kiralık 3+1 180 M2 Daire","İstanbul / Sarıyer / Rumeli Hisarı Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/diamond-proje-33208/inci-ersoy-881354","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/5/3/1/8/8/d647f341-ba26-41d1-99e5-578bc2c1c4ab.jpg","Diamond Proje","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/2/3/3/0/321b027e-3779-4664-8030-ff733407c07f.jpg","İnci
          Ersoy"
"https://www.hepsiemlak.com/istanbul-kadikoy-hasanpasa-kiralik/daire/38568-9102","15","35.001","08-03-2026","Kiralık Daire","2 +
                          1","70 m²","35
                        Yaşında","1. Kat","Ana Cadde Ve Marmaray Yakını 2+1 Boş Kombilı Daire,Şenol Karadeniz Emlak","İstanbul / Kadıköy / Hasanpaşa Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/senol-karadeniz-emlak-hizmetleri-38568","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/8/3/0/7068b082-a31a-4179-9eec-ecff05f807d7.jpg","Şenol Karadeniz Emlak Hizmetleri","",""
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/2908-9492","15","40.000","02-03-2026","Kiralık Daire","2 +
                          1","95 m²","31
                        Yaşında","Ara Kat","Beşiktaş Dikilitaş Emirhan Cad Kiralık Boş 2+1","İstanbul / Beşiktaş / Dikilitaş Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/ece-emlak-2908","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ece Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/165107-98","14","25.000","06-03-2026","Kiralık Daire","1 +
                          1","72 m²","11
                        Yaşında","9. Kat","Ispartakule Efes Sites 1+1 Kiralık Havuz Manzaralı Güzel Konumlu","İstanbul / Avcılar / Tahtakale Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/bulvar-emlak-ve-ticaret-limited-sirketi-165107/onder-ozsafak-4604768","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Bulvar Emlak Ve Ticaret Limited Şirketi","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Önder
          Özşafak"
"https://www.hepsiemlak.com/istanbul-tuzla-tepeoren-kiralik/villa/73262-484","28","140.000","05-03-2026","Kiralık Villa","7 +
                          1","368 m²","Sıfır Bina","Bahçe Katı","Tepeörende Site İçerisinde Özel Havuzlu 7+1 Villa","İstanbul / Tuzla / Tepeören Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/gulcin-elcin-real-estate-73262","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gülçin Elçin Real Estate","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-findikli-kiralik/daire/67193-1368","1","30.000","07-03-2026","Kiralık Daire","1 +
                          1","60 m²","8
                        Yaşında","1. Kat","Aren Emlak | Balkonlu Ara Kat Ayrı Mutfaklı 1+1 Daire","İstanbul / Maltepe / Fındıklı Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/aren-gayrimenkul-67193/musa-ciladar-1282470","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aren Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Musa
          Ciladar"
"https://www.hepsiemlak.com/istanbul-kartal-soganlik-yeni-kiralik/daire/58568-7980","20","35.000","01-03-2026","Kiralık Daire","1 +
                          1","61 m²","11
                        Yaşında","1. Kat","Kartal Soğanlık Aura Rezidans E-5 Ve Metroya Yakın 1+1 Kiralık","İstanbul / Kartal / Soğanlık Yeni Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/remax-deha-58568","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Deha","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/31572-2841","23","28.000","07-03-2026","Kiralık Daire","2 +
                          1","65 m²","12
                        Yaşında","2. Kat","Şişli Poyraz 1 Sok.2+1 Asansörlü Yeni 12 Senelik Binada Kiralık Daire ( Boş )","İstanbul / Şişli / Paşa Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-poligon-kiralik/daire/4503-1965","32","65.000","07-03-2026","Kiralık Daire","3 +
                          1","118 m²","29
                        Yaşında","2. Kat","İstinye Boğaziçi Sitesi'nde 3+1 Kombili Arakat Daire","İstanbul / Sarıyer / Poligon Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/52307-4179","32","25.000","02-03-2026","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","3. Kat","Koçmer Emlak, Mecidiyeköy, Metrobüs  Metroya 10 Dakika Yürüme Mesafesinde Kiralık Daire","İstanbul / Şişli / Mecidiyeköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/kocmer-emlak-52307","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koçmer Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mehmet
          Koç"
"https://www.hepsiemlak.com/istanbul-sariyer-uskumrukoy-kiralik/villa/11217-10169","32","150.000","01-03-2026","Kiralık Villa","4 +
                          1","300 m²","26
                        Yaşında","","Uskumruköy Arıköy'de Büyük Bahçeli 4+1 Kiralık Villa","İstanbul / Sarıyer / Uskumruköy Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217/mehmet-idemen-1101038","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Ahenk","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Mehmet
          İdemen"
"https://www.hepsiemlak.com/istanbul-sisli-harbiye-kiralik/daire/25444-7171","32","200.000","05-03-2026","Kiralık Daire","3 +
                          1","290 m²","16
                        Yaşında","7. Kat","Nişantaşı Köşe Konumda Manzaralı 3,5 + 1 Kiralık Daire","İstanbul / Şişli / Harbiye Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-pendik-kavakpinar-kiralik/daire/128047-106","14","26.000","02-03-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","1. Kat","Aydın Parke Ve Emlak 2+1 Sıfır Kiralık Daire Caddeye Okula Yakın","İstanbul / Pendik / Kavakpınar Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-pinar-kiralik/daire/9636-17422","14","650.000","05-03-2026","Kiralık Daire","5 +
                          1","330 m²","15
                        Yaşında","5. Kat","İstinye Park Evlerinde Kiralık 330 M2 Yenilenmiş Tasarım Daire","İstanbul / Sarıyer / Pınar Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/lux-properties-istinyepark-zorlu-center-9636","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Lux Properties İstinyepark Zorlu Center","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-kiralik/daire/31316-9890","14","29.000","07-03-2026","Kiralık Daire","1 +
                          1","60 m²","7
                        Yaşında","1. Kat","Küçükçekmece Gültepe Mah Metrobüse Yakın 1+1 Kiralık 1.Kat","İstanbul / Küçükçekmece / Gültepe Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/ulkem-emlak-31316","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ülkem Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ülkem
          Emlak"
"https://www.hepsiemlak.com/istanbul-esenyurt-yenikent-kiralik/daire/13582-2860","14","25.000","07-03-2026","Kiralık Daire","2 +
                          1","85 m²","16
                        Yaşında","6. Kat","Esenyurt  Kiptaş 2. Etapta  2+1 Kiralık Daire","İstanbul / Esenyurt / Yenikent Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/karizma-emlak-13582","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Karizma Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-yeni-mahalle-kiralik/daire/100071-1393","14","18.500","07-03-2026","Kiralık Daire","2 +
                          1","80 m²","15
                        Yaşında","Yüksek Giriş","Gazi Osman Paşa Küçük Köy Beşyol Da  Kiralık Yüksek Giriş Kat 2+1 80 M2","İstanbul / Gaziosmanpaşa / Yeni Mahalle Mah.","Whatsapp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-yesilyurt-kiralik/daire/2237-4940","22","100.000","07-03-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","Bahçe Katı","Yeşilyurt Emlaktan Sıfır Binada 2+salon 75m2 Düz Giriş Kiralık Bahçe Katı","İstanbul / Bakırköy / Yeşilyurt Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/yesilyurt-emlak-2237/akin-cagil-2237","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yeşilyurt Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Akın
          Çağıl"
"https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-kiralik/daire/1006-19534","22","72.000","06-03-2026","Kiralık Daire","2 +
                          1","80 m²","5
                        Yaşında","Giriş Katı","Fenerbahçe Kalamış Wyndham Otel Karşı Sokağında","İstanbul / Kadıköy / Fenerbahçe Mah.","Whatsapp","https://www.hepsiemlak.com/emlak-ofisi/mega-emlak-1006/mega-gayrimenkul-1006","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mega Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mega
          Gayrimenkul"
