"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","listing-card--owner-info__firm-name","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-pendik-camlik-kiralik/daire/161261-284","32","36.000","15-02-2026","Kiralık Daire","2 +
                          1","94 m²","6
                        Yaşında","2. Kat","Yaşam'dan Siltaş Safirpark'ta E.Banyolu 2+1 Kiralık Daire","İstanbul / Pendik / Çamlık Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-eyup-sultan-kiralik/daire/136181-1316","35","50.000","06-02-2026","Kiralık Daire","2 +
                          1","116 m²","5
                        Yaşında","7. Kat","Turyap Premium Sur Yapı Lavender 2+1 Kapalı Mutfak 116m2kiralık","İstanbul / Sancaktepe / Eyüp Sultan Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-premium-sancaktepe-136181","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Premıum Sancaktepe",""
"https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/139012-797","23","55.000","09-01-2026","Kiralık Daire","2 +
                          1","80 m²","1
                        Yaşında","2. Kat","Çengelköy Meydan Sitesı 'nde 2+1 Balkonlu Kiralık Daire","İstanbul / Üsküdar / Çengelköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ani-139012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Anı","Benan
          Cevher"
"https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/villa/121508-246","40","145.000","02-03-2026","Kiralık Villa","7 +
                          1","420 m²","16
                        Yaşında","Bahçe Katı","Sam Zekeriyaköy Allgreen Masrafsız Tadilatlı Asansörlü 7+1 Villa","İstanbul / Sarıyer / Zekeriyaköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-avcilar-universite-kiralik/daire/71777-1486","53","9.000","26-02-2026","Kiralık Daire","Stüdyo","75 m²","5
                        Yaşında","2. Kat","Çalışan Öğrenci Ve Memur'a Uygun Faturalar Dahil Eşyalı Apart","İstanbul / Avcılar / Üniversite Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/43996-26659","30","52.000","08-03-2026","Kiralık Daire","2 +
                          1","100 m²","3
                        Yaşında","1. Kat","Koyuyeşilden  Vaistanbul  1km  Metro 10dk Lüks Sitede  Eşyalı Veya Boş  Daireler","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/mustafa-koyuyesil-847773","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koyuyeşil Gayrimenkul","Mustafa
          Koyuyeşil"
"https://www.hepsiemlak.com/istanbul-besiktas-muradiye-kiralik/daire/47521-2471","17","30.000","03-03-2026","Kiralık Daire","2 +
                          0","85 m²","26
                        Yaşında","4. Kat","Beşiktaş'ta Güneşalan Kiralık 2+1 Fırsat Daire","İstanbul / Beşiktaş / Muradiye Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-nurtepe-kiralik/daire/88293-3151","24","30.000","28-02-2026","Kiralık Daire","1 +
                          1","80 m²","21
                        Yaşında","2. Kat","Giysi Dolaplı Manzaralı Vestiyerli Geniş 1+1 Kiralık Daire","İstanbul / Kağıthane / Nurtepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/yeni-hayat-emlak-88293/sema-beyaz-1745665","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yeni Hayat Emlak","Sema
          Beyaz"
"https://www.hepsiemlak.com/istanbul-esenler-tuna-kiralik/daire/65187-4268","17","35.000","26-02-2026","Kiralık Daire","2 +
                          1","90 m²","10
                        Yaşında","3. Kat","Türkiye Emlak Tuna Mah. 3.Kat 2+1 Eşyalı 90m2 Kiralık Daire","İstanbul / Esenler / Tuna Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/55671-773","17","40.000","24-02-2026","Kiralık Daire","2 +
                          1","85 m²","60
                        Yaşında","3. Kat","Paksoy'dan Cihangir'de 2+1 Ful Eşyalı Kombili Taşınmaya Hazır Kiralık Daire","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-kiralik/daire/128017-60","17","25.000","17-02-2026","Kiralık Daire","2 +
                          1","80 m²","25
                        Yaşında","3. Kat","Meydan Emlaktan Kiralık Köşe Başında Tadilatlı Daire","İstanbul / Küçükçekmece / Gültepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-cubuklu-kiralik/daire/129862-455","17","50.000","27-01-2026","Kiralık Daire","3 +
                          1","125 m²","28
                        Yaşında","3. Kat","Beykoz Çubuklu Kavacık Arası120m2ögernciye Aileyelkiralık Dairefavorilerime Ekleyazdırfacebook İle P","İstanbul / Beykoz / Çubuklu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-barbaros-kiralik/daire/7350-8497","17","30.000","26-01-2026","Kiralık Daire","3 +
                          1","110 m²","33
                        Yaşında","Kot 1","Koşuyolu Merkeze Yakın Full Eşyalı Site Dairesi Kiralık","İstanbul / Üsküdar / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/century21-sahra-gayrimenkul-7350/yilmaz-caliskan-841029","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Century21 Sahra Gayrımenkul","Yılmaz
          Çalışkan"
"https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-kiralik/daire/153267-396","23","72.500","14-01-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","3. Kat","Kozyatağı Kozzy Avm Ve Metro'ya Yakın Kiralık 2+1 Daire","İstanbul / Kadıköy / Kozyatağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/exp-realty-153267","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/6/2/3/5/1/e92e5c53-407f-4838-a2a3-5c5b7a4f525a.jpg","","Exp Realty",""
"https://www.hepsiemlak.com/istanbul-esenyurt-zafer-kiralik/residence/0-45932112","15","20.000","23-02-2026","Kiralık Residence","1 +
                          1","65 m²","7
                        Yaşında","3. Kat","Esenyurt Terace Miks Sıtesınde Esyalı Kiralık 1+1  Daire","İstanbul / Esenyurt / Zafer Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-pendik-yayalar-kiralik/daire/165427-23","22","29.000","19-01-2026","Kiralık Daire","2 +
                          1","85 m²","16
                        Yaşında","2. Kat","Merkezi Noktada Şık Tasarımlı Yenilenmiş 2+1 Kiralık Daire","İstanbul / Pendik / Yayalar Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-tomtom-kiralik/daire/0-45913698","30","50.000","11-01-2026","Kiralık Daire","1 +
                          1","75 m²","15
                        Yaşında","1. Kat","✨ Galataport’a Yürüme Mesafesinde | Full Eşyalı 1+1 | Tüm Faturalar Dahil","İstanbul / Beyoğlu / Tomtom Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-yesilpinar-kiralik/daire/137539-145","29","30.000","02-02-2026","Kiralık Daire","1 +
                          1","80 m²","10
                        Yaşında","En Üst Kat","İletişim'den Yeşilpınar Kiralık Süper Teraslı Eşyalı Daire","İstanbul / Eyüpsultan / Yeşilpınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/iletisim-emlak-137539","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İletişim Emlak",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/152992-185","35","30.000","25-01-2026","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","5. Kat","Acarlar Group'dan Devlet Hastanesine 3 Dk Yürüme Mesafesinde 2+1","İstanbul / Sultanbeyli / Battalgazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-akpinar-kiralik/daire/0-45866428","32","31.000","13-01-2026","Kiralık Daire","1 +
                          1","85 m²","13
                        Yaşında","1. Kat","Sahibinden Aracısız Kiralık Daire","İstanbul / Sancaktepe / Akpınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/daire/0-45861293","20","25.000","02-03-2026","Kiralık Daire","Stüdyo","50 m²","8
                        Yaşında","8. Kat","Sahibinden,Dap Dalga Kule Eşyalı 1+0 Kiralık","İstanbul / Maltepe / Cevizli Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-esenevler-kiralik/daire/0-45860695","15","32.000","23-01-2026","Kiralık Daire","2 +
                          1","116 m²","25
                        Yaşında","3. Kat","Beyaz Eşyalı Geniş Daire","İstanbul / Ümraniye / Esenevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/0-45856583","17","35.000","03-01-2026","Kiralık Daire","2 +
                          1","130 m²","10
                        Yaşında","6. Kat","Adnan Kahvecide 2+1kiralık Daire","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/149291-27","24","80.000","10-02-2026","Kiralık Daire","3 +
                          1","194 m²","26
                        Yaşında","2. Kat","Kavacık Merkezde Ama Sakin | Otoparklı Kiralık 3+1 Daire...","İstanbul / Beykoz / Kavacık Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-19-mayis-kiralik/daire/0-45850924","19","49.000","13-01-2026","Kiralık Daire","3 +
                          1","125 m²","25
                        Yaşında","5. Kat","Sahibinden Şişli Etfal Hastanesi Yanında 3+1 Asansörlü Kiralık Daire","İstanbul / Şişli / 19 Mayıs Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-catalmese-kiralik/daire/0-45853049","20","47.000","03-01-2026","Kiralık Daire","2 +
                          1","105 m²","3
                        Yaşında","Yüksek Giriş","Sahibinden Eşyalı A Plus 2+1 Yaz Ve Kış Bahçeli Yerden Isıtmalı","İstanbul / Çekmeköy / Çatalmeşe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-pendik-camcesme-kiralik/daire/0-45848543","15","40.000","08-02-2026","Kiralık Daire","1 +
                          1","66 m²","Sıfır Bina","8. Kat","Sahibinden - Kiptaş Arkatlı Evleri 1+1 Eşyalı Yeni Daire","İstanbul / Pendik / Çamçeşme Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/165086-14","24","85.000","13-02-2026","Kiralık Daire","4 +
                          1","236 m²","Sıfır Bina","3. Kat","Emlak Konut Vadi Evleri 2. Etap'da Teraslı Kiralık 4+1 Daire","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/ekemen-realty-165086","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ekemen Realty",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-kamiloba-kiralik/villa/134963-3","34","45.000","30-12-2025","Kiralık Villa","3 +
                          1","250 m²","16
                        Yaşında","Bahçe Katı","Denize İkinci Villa Full Eşyalı & Kaloriferli (marin Otel Yanı)","İstanbul / Büyükçekmece / Kamiloba Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-kiralik/daire/163620-14","30","30.000","02-03-2026","Kiralık Daire","2 +
                          1","60 m²","Sıfır Bina","3. Kat","Avcılar Denizköşklerde | Sıfır | Eşyalı | Asansörlü 2+1 Öğrenci","İstanbul / Avcılar / Denizköşkler Mah.","https://www.hepsiemlak.com/emlak-ofisi/alpin-global-gayrimenkul-163620","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Alpin Global Gayrimenkul","Yasin
          Genç"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/villa/0-45825674","35","139.700","27-12-2025","Kiralık Villa","6 +
                          3","500 m²","20
                        Yaşında","","Bahçeşehir Güzel Konum, Ful Tadilatlı, Esyalı, Düz Giriş 4 Kat","İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-mimaroba-kiralik/daire/0-45825498","17","38.000","27-12-2025","Kiralık Daire","3 +
                          1","135 m²","30
                        Yaşında","Ara Kat","Sahibinden Mimaroba 1.Etap 3+1 Kiralık Daire","İstanbul / Büyükçekmece / Mimaroba Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-ekinoba-kiralik/villa/161465-57","25","130.000","26-12-2025","Kiralık Villa","4 +
                          2","365 m²","26
                        Yaşında","Bahçe Katı","Ekinoba Tam Müstakil Site İçi 4+2 Kiralık Villa","İstanbul / Büyükçekmece / Ekinoba Mah.","https://www.hepsiemlak.com/emlak-ofisi/fiba-team-161465","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fiba Team",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-gungoren-kiralik/daire/162399-90","35","45.000","23-02-2026","Kiralık Daire","1 +
                          1","75 m²","Sıfır Bina","6. Kat","Çınarköy Evlerinde 1+1 Büyük Tip 75m² Balkonlu Kiralık Daire","İstanbul / Çekmeköy / Güngören Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-pendik-camlik-kiralik/villa/55498-262","24","120.000","20-02-2026","Kiralık Villa","5 +
                          1","380 m²","11
                        Yaşında","Bahçe Katı","Lara Teras Villarında Kiralık 5+1 4 Katlı 270m².Bahçeli","İstanbul / Pendik / Çamlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-emlak-55498/fuat-yasar-1035367","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yaşar Emlak","Fuat
          Yaşar"
"https://www.hepsiemlak.com/istanbul-eyupsultan-rami-yeni-kiralik/daire/0-45789546","21","32.500","20-12-2025","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","2. Kat","Ramide Merkezi Konumda Arakat 2+1 85mt2 Daire Yeni Boyalı","İstanbul / Eyüpsultan / Rami Yeni Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-hamidiye-kiralik/daire/0-45786733","34","75.000","19-12-2025","Kiralık Daire","3 +
                          1","145 m²","15
                        Yaşında","Bahçe Katı","Sahibinden Çekmeköy Beşyıldız Mira Evlerinde Bahçe 3+1 Kiralık","İstanbul / Çekmeköy / Hamidiye Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/164883-15","30","120.000","19-02-2026","Kiralık Daire","3 +
                          1","140 m²","4
                        Yaşında","Kot 1","Ala Çamlıcada Konaklarında Önü Açık Ferah Manzaralı 3+1","İstanbul / Üsküdar / Ferah Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/123349-181","49","65.000","07-01-2026","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","1. Kat","Art Emlak'tan Göztepe Gözcübaba Da 85 M2 2+1 Kombili Açık-Kapalı Otoparklı Yeni Sıfır Daire 1.Kat","İstanbul / Kadıköy / Merdivenköy Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-silivri-semizkumlar-kiralik/villa/160208-28","33","180.000","16-12-2025","Kiralık Villa","6 +
                          2","508 m²","16
                        Yaşında","Bahçe Katı","Sinpaş Sealyabria'da Kiralık Villa 6+2,508 M2,Grandi Tipi","İstanbul / Silivri / Semizkumlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/mozaik-gayrimenkul-160208","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/2/0/6/1/5649a2c8-2f77-4d83-a3e6-d0d6c455475c.jpg","","Mozaik Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-fatih-cerrahpasa-kiralik/daire/0-45761009","17","50.000","15-12-2025","Kiralık Daire","3 +
                          1","130 m²","30
                        Yaşında","4. Kat","Cerrahpaşa' Da Öğrencilere Uygun Taşınmaya Hazır Eşyalı Daire","İstanbul / Fatih / Cerrahpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/0-45760652","34","39.000","16-01-2026","Kiralık Daire","3 +
                          1","140 m²","10
                        Yaşında","21 ve üzeri","Krıstalsehır De  Kacırılmayacak 3+1 Tek Depozıto","İstanbul / Esenyurt / Gökevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-rumeli-kavagi-kiralik/ciftlik-evi/163074-193","33","325.000","06-03-2026","Kiralık Çiftlik Evi","4 +
                          0","226 m²","10
                        Yaşında","Bahçe Katı","Şehrin Kalbinde, Doğanın İçinde Sarıyer Rumeli Kavağında Yaşam","İstanbul / Sarıyer / Rumeli Kavağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-parla-163074","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Parla",""
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/residence/117158-306","57","200.000","09-12-2025","Kiralık Residence","3 +
                          1","265 m²","11
                        Yaşında","21 ve üzeri","Bomonti Divan Residence Boğaz Manzaralı Kdv'li 3+1 Kiralık","İstanbul / Şişli / Cumhuriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-altintepe-kiralik/daire/0-45724527","16","55.000","18-12-2025","Kiralık Daire","2 +
                          1","80 m²","6
                        Yaşında","Yüksek Giriş","Hepsı Emlaktan Altıntepe'de Eşyalı 2+1 Ayri Mutfakli & Balkonlu","İstanbul / Maltepe / Altıntepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
