"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","listing-card--owner-info__name","he-lazy-image src 2","img-wrp href 2","he-lazy-image src 3"
"https://www.hepsiemlak.com/istanbul-kagithane-gultepe-kiralik/daire/7204-27551","20","23.000","30-01-2026","Kiralık Daire","2 +
                          1","92 m²","26
                        Yaşında","1. Kat","Kağıthane Gültepe'de Boyalı Kiralık 2+1 Daire Balkonlu","İstanbul / Kağıthane / Gültepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-mujde-7204","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Müjde","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-umraniye-istiklal-kiralik/daire/6181-23739","30","52.000","15-01-2026","Kiralık Daire","3 +
                          2","140 m²","24
                        Yaşında","4. Kat","Ümraniye Atakent'te 3+2 Kiralık Dubleks Daire","İstanbul / Ümraniye / İstiklal Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-beta-6181","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Beta","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/residence/121012-783","8","480.000","06-03-2026","Kiralık Residence","3 +
                          1","352 m²","5
                        Yaşında","21 ve üzeri","Fdn'den Çiftçi Towers Kiralık 3.5+1 Bogaz Manzaralı Sıfır Daire","İstanbul / Beşiktaş / Nisbetiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/fdn-gayrimenkul-real-estate-121012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fdn Gayrimenkul Real Estate","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-umraniye-serifali-kiralik/daire/118740-2026","10","24.000","29-01-2026","Kiralık Daire","3 +
                          1","120 m²","26
                        Yaşında","2. Kat","Remax Öncü Şerifali Mh. Tavukçuyolu Cd Kiralık 3+1 Daire","İstanbul / Ümraniye / Şerifali Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-oncu-118740","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Re/max Öncü","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/95585-4774","12","20.000","12-02-2026","Kiralık Daire","Stüdyo","30 m²","11
                        Yaşında","5. Kat","Para'dn Full Yeni Eşyali Cadde 1 Dk Faturalar Dahil 1+0 Daire","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585/engin-yilmazturk-1992335","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Paranın Merkezi Gayrimenkul","Engin
          Yılmaztürk","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/residence/98015-2304","17","425.000","03-03-2026","Kiralık Residence","1 +
                          1","170 m²","8
                        Yaşında","5. Kat","Zorlu Center Residence Kiralık 1+1 170 M2 Eşyalı Daire","İstanbul / Beşiktaş / Levazım Mah.","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Artistanbul Gayrimenkul Zorlu Center","Gülçin
          Gönül","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/88293-3124","29","41.000","26-02-2026","Kiralık Daire","3 +
                          1","110 m²","11
                        Yaşında","4. Kat","Kağıthanede Cadde Üzeri 3+1 Kiralık Dublex Daire","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/yeni-hayat-emlak-88293/sema-beyaz-1745665","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yeni Hayat Emlak","Sema
          Beyaz","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-21960","60","39.950","04-02-2026","Kiralık Daire","3 +
                          1","100 m²","20
                        Yaşında","1. Kat","Direct'ten Metro Ve Hılltown'a 3 Dk, Ayrı Mutfaklı, Ferah 3+1 !!","İstanbul / Maltepe / Aydınevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-uskudar-cumhuriyet-kiralik/daire/120150-4235","24","38.000","02-03-2026","Kiralık Daire","3 +
                          1","120 m²","20
                        Yaşında","1. Kat","F-L Den Bulgurlu Metro Ve Libadiye Caddesine Yürüme Mesafesinde 3+1 1.Kat","İstanbul / Üsküdar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","F-l Emlak","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-pendik-yenisehir-kiralik/daire/162096-80","34","24.000","02-01-2026","Kiralık Daire","2 +
                          1","80 m²","16
                        Yaşında","2. Kat","Esyalı Cımen Sıtesı Aıdat Dahıl","İstanbul / Pendik / Yenişehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/alkanlar-emlak-insaat-162096","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Alkanlar Emlak İnşaat","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-gungoren-kiralik/villa/44049-9158","39","295.000","27-02-2026","Kiralık Villa","5 +
                          1","405 m²","Sıfır Bina","Bahçe Katı","Emlak Konut Çınarköy'de Orman Cephe 5+1 Kiralık Villa 1. Etap","İstanbul / Çekmeköy / Güngören Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-fenomen-44049","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Fenomen","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/159632-119","28","87.000","20-01-2026","Kiralık Daire","2 +
                          1","120 m²","Sıfır Bina","21 ve üzeri","Ataşehir Modern.. Full Şehir Manzaralı 2+1 Kiralık.. Sıfır..","İstanbul / Ataşehir / Atatürk Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-ornektepe-kiralik/daire/144105-554","19","92.000","02-02-2026","Kiralık Daire","3 +
                          1","137 m²","1
                        Yaşında","2. Kat","Dağıstan Gayrimenkul Sütlüce Toki Evlerinde Kiralık Eşyalı","İstanbul / Beyoğlu / Örnektepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/dagistan-gayrimenkul-144105/dagistan-inan-4064133","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Dağıstan Gayrimenkul","Dağıstan
          İnan","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/dagistan-gayrimenkul-144105","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/104751-235","14","49.000","05-01-2026","Kiralık Daire","3 +
                          1","165 m²","16
                        Yaşında","4. Kat","Elite'den Kavacık'ta Medipol'e Yakın Eşyalı Geniş Daire","İstanbul / Beykoz / Kavacık Mah.","https://www.hepsiemlak.com/emlak-ofisi/elite-gayrimenkul-104751","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elite Gayrimenkul","Ela
          Soyer Tezgüler","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/elite-gayrimenkul-104751","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sancaktepe-inonu-kiralik/daire/136181-1167","14","20.000","11-01-2026","Kiralık Daire","2 +
                          1","110 m²","26
                        Yaşında","5. Kat","Sancaktepe İnönü Mah 2+1 Balkonlu 110m2 Boyalı Kiralık Daire","İstanbul / Sancaktepe / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-premium-sancaktepe-136181","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Premıum Sancaktepe","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-sariyer-maden-kiralik/daire/121508-233","15","100.000","15-02-2026","Kiralık Daire","4 +
                          2","215 m²","5
                        Yaşında","Çatı Katı","Sam Sarıyer Maden 4+2 Çatı Dubleks Daire","İstanbul / Sarıyer / Maden Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/residence/72721-1973","16","45.000","12-01-2026","Kiralık Residence","Stüdyo","65 m²","6
                        Yaşında","12. Kat","Skyland İstanbul Kiralık 1+0 Stüdyo Daire Boş","İstanbul / Sarıyer / Huzur Mah.","https://www.hepsiemlak.com/emlak-ofisi/3-cadde-gayrimenkul-72721","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/7/2/7/0/db2dbd68-ae76-4faf-9a25-1d1ae992a537.png","3. Cadde Gayrimenkul","","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-kanarya-kiralik/daire/34320-1225","23","55.000","18-12-2025","Kiralık Daire","4 +
                          1","135 m²","6
                        Yaşında","10. Kat","Kanarya Moon Tower Sitesinde Kiralık 4+1 Göl Manzaralı Dubleks","İstanbul / Küçükçekmece / Kanarya Mah.","https://www.hepsiemlak.com/emlak-ofisi/real-house-gayrimenkul-34320/yusuf-tahta-3628364","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/6/3/8/2/6/3/675b3be3-85e5-4aac-8ace-41e637f9de4b.jpg","Real House Gayrimenkul","Yusuf
          Tahta","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/3/4/3/0/3da1c4f2-43d9-4961-8c29-0c5aa167379d.jpg","https://www.hepsiemlak.com/emlak-ofisi/real-house-gayrimenkul-34320",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/117700-421","10","50.000","21-02-2026","Kiralık Daire","2 +
                          1","125 m²","50
                        Yaşında","1. Kat","Cihangirde Giriş Kat 2+1 Eşyalı Daire.","İstanbul / Beyoğlu / Cihangir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/43996-28261","41","51.000","01-03-2026","Kiralık Daire","2 +
                          1","90 m²","2
                        Yaşında","1. Kat","Koyuyeşilden  Ful  2 Araclık Otopakrlı  Lüks  Sitede    Balkonlu","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/mustafa-koyuyesil-847773","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koyuyeşil Gayrimenkul","Mustafa
          Koyuyeşil","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/residence/23180-5938","6","90.000","23-02-2026","Kiralık Residence","4 +
                          1","213 m²","Sıfır Bina","21 ve üzeri","Ramada Rezidans Ta Deniz Manzaralı 213 M2, 4+1 Lüks Daire","İstanbul / Esenyurt / Güzelyurt Mah.","https://www.hepsiemlak.com/emlak-ofisi/vizyon-investment-real-estate-23180/derya-sezgin-2923402","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Vizyon İnvestment Real Estate","Derya
          Sezgin","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/vizyon-investment-real-estate-23180","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/55671-734","17","40.000","18-02-2026","Kiralık Daire","2 +
                          1","90 m²","60
                        Yaşında","3. Kat","Paksoy'dan Cihangir Merkezde Ful Eşyalı 2+1 Kombili Kiralık Daire","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-fatih-dervis-ali-kiralik/daire/128957-427","10","35.000","24-12-2025","Kiralık Daire","1 +
                          1","65 m²","35
                        Yaşında","1. Kat","Balat'ta, Full Sıfır Eşyalı, Tüm Faturalar Dahil, 1+1 Daireler","İstanbul / Fatih / Derviş Ali Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-mahmutsevketpasa-kiralik/villa/27431-10953","43","400.000","02-03-2026","Kiralık Villa","3 +
                          2","1.000 m²","4
                        Yaşında","","2430 M2 Arsa İçinde & 1000 M2, Havuzlu Müstakil Villa","İstanbul / Beykoz / Mahmutşevketpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sonuc-27431","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Sonuç","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-ardicli-kiralik/daire/68600-1563","10","18.000","26-02-2026","Kiralık Daire","1 +
                          1","72 m²","Sıfır Bina","3. Kat","1+1 Sıfır Daıre Meydan Ardıçlı'da(kiralık)","İstanbul / Esenyurt / Ardıçlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/pamir-gayrimenkul-danismanlik-68600","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Pamir Gayrimenkul Danışmanlık","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kadimehmet-efendi-kiralik/daire/36320-1977","11","29.000","08-12-2025","Kiralık Daire","2 +
                          1","85 m²","31
                        Yaşında","4. Kat","Kondakcı Emlaktan Rixos Otelin Karşısında Kiralık 2+1 Daire","İstanbul / Beyoğlu / Kadımehmet Efendi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-gultepe-kiralik/daire/98859-397","19","55.000","11-02-2026","Kiralık Daire","1 +
                          1","82 m²","Sıfır Bina","4. Kat","| Kiralık | Sinpaş | Boulevard Sefaköy | 1 + 1 | Daire |","İstanbul / Küçükçekmece / Gültepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/mulk-gayrimenkul-yatirim-98859","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mülk Gayrimenkul Yatırım","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-findikli-kiralik/daire/3447-21939","50","25.700","23-01-2026","Kiralık Daire","2 +
                          1","85 m²","8
                        Yaşında","1. Kat","Direct'ten Yeni Binada, Katta, Amerikan Mutfaklı, K.Otoparklı 2+1!","İstanbul / Maltepe / Fındıklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-uskudar-guzeltepe-kiralik/daire/108051-2587","25","25.000","27-02-2026","Kiralık Daire","3 +
                          1","100 m²","31
                        Yaşında","Yüksek Giriş","Çengelköy Güzeltepe Mah'de 3+1 100 M2 Kiralık Daire","İstanbul / Üsküdar / Güzeltepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-karadolap-kiralik/daire/107582-4340","38","48.000","07-01-2026","Kiralık Daire","2 +
                          1","100 m²","20
                        Yaşında","3. Kat","Sevinç Evleri Alibeyköy'de Yenilenmiş 2+1 Kiralık Daire","İstanbul / Eyüpsultan / Karadolap Mah.","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-platin-karma-gayrimenkul-107582","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Keller Wıllıams Platin Karma Gayrimenkul","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-tuzla-sifa-kiralik/daire/156382-319","40","15.000","14-02-2026","Kiralık Daire","2 +
                          1","90 m²","16
                        Yaşında","Giriş Katı","Koru Emlaktan Kiralık 2+1 Yüksek Giriş Daire","İstanbul / Tuzla / Şifa Mah.","https://www.hepsiemlak.com/emlak-ofisi/koru-gayrimenkul-danismanlik-156382","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koru Gayrimenkul Danışmanlık","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-purtelas-hasan-efendi-kiralik/daire/2525-19677","49","110.000","02-01-2026","Kiralık Daire","3 +
                          1","160 m²","30
                        Yaşında","6. Kat","Cihangir’de Muhteşem Boğaz Manzaralı Teraslı Jakuzili Kiralık Dubleks","İstanbul / Beyoğlu / Pürtelaş Hasan Efendi Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-platin-2525/gokhan-kum-1775832","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kw Platin","Gökhan
          Kum","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-platin-2525","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-basaksehir-basak-kiralik/daire/165153-67","16","49.000","06-01-2026","Kiralık Daire","3 +
                          1","135 m²","21
                        Yaşında","1. Kat","Başakşehir Sular Vadisine Sıfır Kiralık 3+1 Daire","İstanbul / Başakşehir / Başak Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-inonu-kiralik/daire/126306-42","29","24.000","12-12-2025","Kiralık Daire","1 +
                          1","65 m²","22
                        Yaşında","1. Kat","Çekmeköy Güngören Mah Dap Orman Köy Komsu Ana Cd Uzerinde İster Ev İster Ofis Olarak Kullanın","İstanbul / Sancaktepe / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/2210-2641","34","25.000","07-03-2026","Kiralık Daire","2 +
                          1","100 m²","31
                        Yaşında","4. Kat","__inönü'de Site İçinde Kıralık Balkonlu 2+1 Daıre__","İstanbul / Ataşehir / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-visnezade-kiralik/residence/121012-787","7","140.000","06-03-2026","Kiralık Residence","1 +
                          1","145 m²","10
                        Yaşında","6. Kat","Fdn'den Macka Residences Kiralık 1+1 Eşyalı & Eşyasız Bogaz Man.","İstanbul / Beşiktaş / Vişnezade Mah.","https://www.hepsiemlak.com/emlak-ofisi/fdn-gayrimenkul-real-estate-121012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fdn Gayrimenkul Real Estate","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-beykoz-akbaba-kiralik/daire/139549-197","20","26.000","26-01-2026","Kiralık Daire","1 +
                          1","40 m²","15
                        Yaşında","1. Kat","Beykoz Site Içerısınde 1+0 Modern Yapı Kiralik Daire","İstanbul / Beykoz / Akbaba Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/95585-4792","11","14.000","18-02-2026","Kiralık Daire","Stüdyo","30 m²","4
                        Yaşında","3. Kat","Para'dn Full Yeni Eşyali Metro 15 Dk 1+0 Daire","İstanbul / Şişli / Kuştepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585/engin-yilmazturk-1992335","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Paranın Merkezi Gayrimenkul","Engin
          Yılmaztürk","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-saadetdere-kiralik/daire/75964-2862","28","24.000","18-12-2025","Kiralık Daire","2 +
                          1","140 m²","11
                        Yaşında","4. Kat","Saadetdere`de Metrobüse 10 Dakıka Mesafede Dev M2 Kıralık Daıre","İstanbul / Esenyurt / Saadetdere Mah.","https://www.hepsiemlak.com/emlak-ofisi/kale-yapi-ltd-sti-75964","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kale Yapı LTD ŞTI","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-guvercintepe-kiralik/daire/87701-3699","12","25.000","05-03-2026","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","2. Kat","Meydan Mevkisinde Merkezı Yerde Kiralık 2+1 Daire","İstanbul / Başakşehir / Güvercintepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/mimar-emlak-insaat-87701","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/7/7/8/0/e23bb7ac-d4b8-4e35-805e-b9abdf599e25.jpg","Mimar Emlak İnşaat","","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-namik-kemal-kiralik/daire/120150-4203","23","35.000","28-02-2026","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","1. Kat","F-L Emlaktan Ümraniye Çarşıda 1. Kat Bakımlı Daire","İstanbul / Ümraniye / Namık Kemal Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/9/9/1/4/7/2/97544f00-ed93-41d7-b14d-0020d641f3a6.jpg","F-l Emlak","Fatih
          Latif","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/1/0/2/1/0a2b3da5-eac8-4c3d-973d-c781ede3370d.jpg","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/40658-22031","26","31.000","10-12-2025","Kiralık Daire","2 +
                          1","80 m²","14
                        Yaşında","2. Kat","Şişli Mecidiyeköy Şehit Er Cihan Namlı Cad Kiralık 2+1 Daire","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658/secil-seferoglu-4059250","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/5/2/9/5/0/4/a9d56fdd-88e4-4a14-b023-ac804026a8a9.jpg","Remax Oluşum","Seçil
          Seferoğlu","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/6/0/4/0/d0deaf43-fa41-404b-a2d5-41bd8a0406b6.png","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658",""
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/145353-257","10","20.000","29-01-2026","Kiralık Daire","3 +
                          1","150 m²","6
                        Yaşında","2. Kat","Talatpaşa Pazar Yolu Caddesı’nde Asansörlü Asansör Aktıf Genış Daıre","İstanbul / Esenyurt / Talatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/rota-yapi-gayrimenkul-145353","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Rota Yapı Gayrimenkul","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-mehmet-akif-kiralik/daire/44881-952","18","35.000","03-03-2026","Kiralık Daire","3 +
                          1","150 m²","6
                        Yaşında","1. Kat","Clk'dan Mehmetakif Mh Gün Boyu Işık Alan Ferah 3+1 Kiralık Daire","İstanbul / Çekmeköy / Mehmet Akif Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
