"img-link href","photo-count","list-view-price","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/0-46241942","35","42.000","Kiralık Daire","3 +
                          1","160 m²","10
                        Yaşında","3. Kat","Şişli Avrupa Konutları 2 Karşısı","İstanbul / Şişli / Gülbahar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/9/1/4/2/6/4/6cc298bd-8496-415b-ae70-5e68fb43e370.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-altintepe-kiralik/daire/156043-122","25","47.000","Kiralık Daire","3 +
                          1","110 m²","31
                        Yaşında","2. Kat","Bostan Emlak'tan 3+1 Ferah Kiralık Daire","İstanbul / Maltepe / Altıntepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/bostan-emlak-156043","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/1/2/4/2/6/4/967863d54de71a35d82485263b15c65b5658ef49dc32dc0e6c603ada6d6b2c886bf108e82b470f2c6f1c07a54fcbcada.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/1/7/1/9/3/4/d5eba198-5368-4824-b3ea-d7c3f301c70a.jpg","Bostan Emlak"
"https://www.hepsiemlak.com/istanbul-uskudar-yavuzturk-kiralik/daire/131612-2291","60","29.000","Kiralık Daire","3 +
                          1","135 m²","31
                        Yaşında","3. Kat","Üsküdar Yavuztürk Mah 3+1 Arakat Kombili","İstanbul / Üsküdar / Yavuztürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/deniz-emlak-131612","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/1/9/6/1/6/4/14be7eec-7501-48b1-9a26-4765973b97b9.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/1/6/1/3/1/f45bee2e-0285-477e-9df8-6cf11da19e1c.jpg","Deniz Emlak"
"https://www.hepsiemlak.com/istanbul-sultangazi-cebeci-kiralik/daire/0-46241925","9","20.000","Kiralık Daire","2 +
                          1","110 m²","5
                        Yaşında","3. Kat","Cebeci Mah. Ulaşıma Yakın 2+1 Kiralık Daire ✓mülk Sahibiyim","İstanbul / Sultangazi / Cebeci Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/9/1/4/2/6/4/1772968284297-46241925.jpg","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-kiralik/daire/165153-133","22","33.000","Kiralık Daire","2 +
                          1","85 m²","21
                        Yaşında","Yüksek Giriş","Başakşehir 2.Etap Full Tadilatlı Temiz 2+1 Kiralık Daire","İstanbul / Başakşehir / Başakşehir Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/residence/69537-99567","33","90.000","Kiralık Residence","2 +
                          1","155 m²","10
                        Yaşında","10. Kat","Maslak Mashattan Sitesinde 2+1 Kapalı Mutfak  Kiralık Havuz Manzaralı","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/5/9/6/0/4c0933c4-2128-4078-ac01-aaf3cfd46eaf.jpg","","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb"
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/69537-101861","25","105.000","Kiralık Daire","3 +
                          1","200 m²","8
                        Yaşında","3. Kat","Maslak 1453 3+1 Eşyasız Boş Hemen Taşın Kiralık Daire Vadistanbul","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/5/9/6/0/4c0933c4-2128-4078-ac01-aaf3cfd46eaf.jpg","","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb"
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/residence/69537-99582","13","75.000","Kiralık Residence","2 +
                          1","167 m²","10
                        Yaşında","17. Kat","Maslak 1453 Sitesinde Kiralık 2+1 Daire Boş Yüksek Kat Balkonlu","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb"
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/residence/69537-102060","33","84.999","Kiralık Residence","2 +
                          1","169 m²","8
                        Yaşında","10. Kat","Ağaoğlu Maslak 1453 2+1 Eşysız Güncel Kiralık Daire Hemen Taşın....","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb"
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/69537-102270","18","48.000","Kiralık Daire","Stüdyo","60 m²","8
                        Yaşında","13. Kat","Maslak 1453 1+0 Kiralık Daire","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb"
"https://www.hepsiemlak.com/istanbul-zeytinburnu-veliefendi-kiralik/daire/146119-220","26","52.000","Kiralık Daire","1 +
                          1","72 m²","Sıfır Bina","5. Kat","Yaren Emlak""tan Zeytin Burnu Mega Garden Park Sitesinde 1+1 5 Kat 70 M2 Kiralık Daire","İstanbul / Zeytinburnu / Veliefendi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-sariyer-poligon-kiralik/residence/65405-733","27","230.000","Kiralık Residence","4 +
                          1","230 m²","24
                        Yaşında","6. Kat","İstinye Seba Residence Da Emsalsiz Kiralık Çatı Dubleksi 4+1 Daire","İstanbul / Sarıyer / Poligon Mah.","https://www.hepsiemlak.com/emlak-ofisi/guray-emlak-65405","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Güray Emlak"
"https://www.hepsiemlak.com/istanbul-kadikoy-hasanpasa-kiralik/daire/14713-1008","27","48.000","Kiralık Daire","3 +
                          1","120 m²","28
                        Yaşında","2. Kat","Kadıköy Acıbadem Ana Caddeye,E-5 Metro,Metrobüs Durağına,Akasya Avm.Yk.3+1 Ara Katı","İstanbul / Kadıköy / Hasanpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/tas-emlak-14713","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Taş Emlak"
"https://www.hepsiemlak.com/istanbul-uskudar-kuzguncuk-kiralik/yali-dairesi/2207-1326","26","380.000","Kiralık Yalı Dairesi","3 +
                          1","175 m²","40
                        Yaşında","3. Kat","Kuzguncuk Paşalımanında 175 M2 Kullanım Alanlı 3 Oda 1 Salon  Kupon Yalı Dairesi","İstanbul / Üsküdar / Kuzguncuk Mah.","https://www.hepsiemlak.com/emlak-ofisi/luici-emlak-2207/mustafa-celebi-2207","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Luici Emlak"
"https://www.hepsiemlak.com/istanbul-besiktas-balmumcu-kiralik/villa/6522-2568","25","200.000","Kiralık Villa","5 +
                          2","450 m²","32
                        Yaşında","","Medıko 2 Sitesinde Kiralık Müstakil, Kapalı Açik Otoparklı, Havuzlu, Güvenlikli Sitede, Villa","İstanbul / Beşiktaş / Balmumcu Mah.","https://www.hepsiemlak.com/emlak-ofisi/koru-emlak-6522","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koru Emlak"
"https://www.hepsiemlak.com/istanbul-besiktas-akat-kiralik/daire/107582-4494","24","85.000","Kiralık Daire","3 +
                          1","125 m²","35
                        Yaşında","7. Kat","Beşiktaş Akatlar Site İçi Kiralık Bakımlı 3+1 Eşyalı Daire","İstanbul / Beşiktaş / Akat Mah.","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-platin-karma-gayrimenkul-107582","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Keller Wıllıams Platin Karma Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4979","37","50.000","Kiralık Daire","2 +
                          1","65 m²","Sıfır Bina","Yüksek Giriş","Bahçelievler Siyavuşpaşada 2+1 Sıfır Bina Yüksek Giriş Kiralık Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/66277-4241","45","66.000","Kiralık Daire","1 +
                          1","75 m²","4
                        Yaşında","3. Kat","For Rent Sea Vıew Apartment In Cıhangır A New Care Buıldıng W/lıft Kiralık Deniz Manzaralı","İstanbul / Beyoğlu / Cihangir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/daire/144871-557","29","35.000","Kiralık Daire","2 +
                          1","85 m²","9
                        Yaşında","2. Kat","Kağıthande 2+1 Eşyasız Ayrı Mutfaklı Kiralık Daire","İstanbul / Şişli / Esentepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-zuhtupasa-kiralik/daire/32754-3288","19","105.000","Kiralık Daire","3 +
                          1","130 m²","1
                        Yaşında","6. Kat","Kalamış Da Sıfır Binada 24 Saat Güvenlikli Deniz Manzaralı 3+1","İstanbul / Kadıköy / Zühtüpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/serna-gayrimenkul-danismanlik-32754","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Serna Gayrimenkul Danışmanlık"
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/46376-2569","22","24.500","Kiralık Daire","2 +
                          1","100 m²","10
                        Yaşında","Kot 3","Ortabayır Da Levent Metrosuna Yakın 2+1 Daire","İstanbul / Kağıthane / Ortabayır Mah.","https://www.hepsiemlak.com/emlak-ofisi/senoglu-emlak-46376","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Şenoğlu Emlak"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/43996-28369","28","51.000","Kiralık Daire","2 +
                          1","95 m²","2
                        Yaşında","1. Kat","Merkezde  Ful  Otopakrlı   Lüks Sitede  Boş  Veya Esyalı Metro Max 5 Dk","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/mustafa-koyuyesil-847773","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koyuyeşil Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kartal-orhantepe-kiralik/daire/124093-566","21","38.000","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","Yüksek Giriş","Orhantepe Mah.Dragos Da Kullanışlı 2+1","İstanbul / Kartal / Orhantepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/2957-842","21","94.000","Kiralık Daire","2 +
                          1","100 m²","35
                        Yaşında","En Üst Kat","Taksim Gümüş Suyunda Beyaz Eşyalı Boş Teras Dan Boğaz Manzaralı 2+1 Kiralık Daire Kamer Den","İstanbul / Beyoğlu / Ömer Avni Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-tuzla-postane-kiralik/daire/77474-2666","32","36.000","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","2. Kat","Tuzla Postanede Garajlı Yeni Binada Ara Kat Naci Avcı Dan","İstanbul / Tuzla / Postane Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/42771-6483","16","41.500","Kiralık Daire","2 +
                          1","115 m²","22
                        Yaşında","5. Kat","2+1 110 M2 Merkezi Konumda Geniş Feraf Ara Kat Bekara Yabancıya Uygun","İstanbul / Şişli / Mecidiyeköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/34488-5646","24","29.000","Kiralık Daire","3 +
                          1","130 m²","25
                        Yaşında","Kot 2","Ortabayırda Kiralık 3+1 Daire","İstanbul / Kağıthane / Ortabayır Mah.","https://www.hepsiemlak.com/emlak-ofisi/ivem-gayrimenkul-34488","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İvem Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4977","51","70.000","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","3. Kat","Bahçelievler Siyavuşpaşada 2+1 Sıfır Binada Kiralık Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-istasyon-kiralik/daire/162951-127","25","30.000","Kiralık Daire","2 +
                          1","85 m²","6
                        Yaşında","1. Kat","Arin'den Kiralık İstasyon Mahallesinde 2+1 Arakat Daire","İstanbul / Küçükçekmece / İstasyon Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-kiralik/daire/157913-210","35","32.000","Kiralık Daire","2 +
                          1","95 m²","26
                        Yaşında","5. Kat","Aktaştan Keyifli Terasdan Deniz Manzaralı2+1 Temiz Bakımlı Daire","İstanbul / Üsküdar / Mimar Sinan Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-gulensu-kiralik/daire/5393-2045","36","30.000","Kiralık Daire","2 +
                          0","90 m²","35
                        Yaşında","2. Kat","Maltepe Gülensu Mah.Emek Caddesi'nde Kapanmaz Deniz Man 2+1 Kom.2.Kat 90m2 Eşyalı-Eşyasız","İstanbul / Maltepe / Gülensu Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-karadolap-kiralik/daire/39816-492","30","26.000","Kiralık Daire","2 +
                          1","80 m²","11
                        Yaşında","Giriş Katı","Eyüpsultan Vialand Avm'nin Hemen Yanında Metroya Yakın 2+1 Kiralık Daire","İstanbul / Eyüpsultan / Karadolap Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/3/3/0/2/6/4/c9214412-f0cc-4fa7-ba16-cac6782463ce.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/145839-162","35","31.000","Kiralık Daire","2 +
                          1","80 m²","11
                        Yaşında","1. Kat","Kağıthane Merkezede Kiralık Daire","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/el-es-gayrimenkul-145839","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/7/2/6/1/6/4/b585a351-6d59-492e-ba3c-af21259542e1.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/4/2/3/1/4/cd7a80fe-50f0-4aae-8d43-5d486c38deb9.jpg","El Es Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/155960-10","15","29.000","Kiralık Daire","1 +
                          1","55 m²","6
                        Yaşında","1. Kat","Şişli Depozitosuz Rezidans 1+1 Ful Eşyalı Faturalar Dahil Güvenl","İstanbul / Şişli / Gülbahar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/7/8/4/1/6/4/15245d3a-961b-4d58-905e-4124046f3487.jpg","",""
"https://www.hepsiemlak.com/istanbul-maltepe-altintepe-kiralik/daire/58182-3504","60","60.000","Kiralık Daire","3 +
                          1","135 m²","31
                        Yaşında","1. Kat","Günceliz'den Altıntepe Sahilde 3+1 135 M2 Ön Cephe Ferah 1.Kat","İstanbul / Maltepe / Altıntepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunceliz-emlak-58182","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/9/0/0/1/6/4/116d11d1-0449-4c21-aa4d-e1d13d112d00.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/3/4/4/7/0/1/577176e9-dafd-4eab-b823-ace10e56791e.jpg","Günceliz Emlak"
"https://www.hepsiemlak.com/istanbul-kadikoy-caferaga-kiralik/daire/138823-271","44","60.000","Kiralık Daire","12 +
                          1","75 m²","39
                        Yaşında","1. Kat","Kadıköy Moda Rızapaşa Sok 2+1 Full Eşyalı Balkonlu Butik Binada Kombili 1.Kat Kiralık Daire","İstanbul / Kadıköy / Caferağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/hakan-ercan-pusula-gayrimenkul-138823","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/0/1/9/0/6/4/9241b532-4564-4d46-94a2-014921559a00.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/2/8/8/3/1/5a019506-be94-45b7-99db-40c9f148fc3d.jpg","Hakan Ercan Pusula Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-umraniye-mehmet-akif-kiralik/daire/100355-46","26","20.000","Kiralık Daire","2 +
                          1","120 m²","20
                        Yaşında","3. Kat","Şerifali Mehmet Akif Tavukçuyolu 2+1 Giriş","İstanbul / Ümraniye / Mehmet Akif Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/8/8/7/7/5/4/4d3327e0-bef8-485e-b775-09a027365a6f.jpg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-kiralik/daire/125611-773","56","24.000","Kiralık Daire","2 +
                          1","90 m²","13
                        Yaşında","Giriş Katı","Ercin Yapı'dan Yakupluda Metrobüse Yakın Full Eşyalı Daire!!","İstanbul / Beylikdüzü / Yakuplu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/6/6/6/7/5/4/29cfebef-6c4b-4fa7-b3d8-c8ec1b937676.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-kiralik/daire/166705-26","14","35.000","Kiralık Daire","2 +
                          0","75 m²","1
                        Yaşında","Yüksek Giriş","Kiralık Bahçelievler Devlet Hastahanesi Yanı","İstanbul / Bahçelievler / Şirinevler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/8/1/4/2/6/4/ed0183c9-9b12-43f6-8e3a-7afd4793b954.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4976","49","70.000","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","1. Kat","Bahçelievler Siyavuşpaşada Sıfır Bina 2+1 Kiralık Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/0/6/1/2/6/4/1ad43ee8-9d47-4ec5-b2cd-5805730d29d8.jpg","",""
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/43996-28368","20","35.000","Kiralık Daire","2 +
                          1","87 m²","15
                        Yaşında","4. Kat","Cadde Üzeri +kullanışlı 85m2 4.Kat+balkonlu+asansörlü","İstanbul / Kağıthane / Sultan Selim Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/mehmet-koyuyesil-1612323","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/6/1/4/2/6/4/42e6d87d-7de5-4e1f-a813-62fa14a3c2eb.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/2/3/2/1/6/1/ce03c04d-2133-4e23-8fd4-d6fb104d4f43.jpg","Koyuyeşil Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-besiktas-muradiye-kiralik/daire/32591-503","27","31.000","Kiralık Daire","Stüdyo","50 m²","6
                        Yaşında","Yüksek Giriş","Yeni Binada...Cadde Üzerinde.....Stüdyo","İstanbul / Beşiktaş / Muradiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaptan-emlak-instcltdsti-32591/mahmuthan-kaptan-32591","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/8/1/4/2/6/4/5ceb7dc2-04ac-48d1-a637-e78a941d0429.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Kaptan Emlak İnş.t.c.ltd.şti."
"https://www.hepsiemlak.com/istanbul-beyoglu-kulaksiz-kiralik/daire/49135-2757","24","20.000","Kiralık Daire","2 +
                          1","85 m²","26
                        Yaşında","2. Kat","Beyoğlu Kasımpaşa Kulaksız Caddesi'nde Kiralık 2+1, 75m2, Arka Cepheli, 2.Kat Daire - Sözgen'den-283","İstanbul / Beyoğlu / Kulaksız Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/1/5/2/7/5/4/4b4e9dca-88d6-432d-a5e4-0cb64c5c95ad.jpg","",""
"https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/692418-759","28","40.000","Kiralık Daire","2 +
                          1","110 m²","38
                        Yaşında","1. Kat","Merkezi Yerde Full (eşyalı)1.Kat Ful Yapılı Daire.","İstanbul / Fatih / Seyyid Ömer Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/5/9/8/2/5/4/1758465746408-45289510.jpg","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-egitim-kiralik/daire/109138-433","26","30.000","Kiralık Daire","2 +
                          1","90 m²","48
                        Yaşında","Yüksek Giriş","Eğitim Mahallesinde Eşyalı Kiralık 2+1 Yüksek Giriş Daire","İstanbul / Kadıköy / Eğitim Mah.","https://www.hepsiemlak.com/emlak-ofisi/city-emlak-109138","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/8/2/1/6/4/1ef03cb4-c65b-47d4-a666-fd15b03d8d21.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/1/9/0/1/d5fa2e4a-6d1b-4a48-86f8-6ea087b25f96.jpg","City Emlak"
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/155960-2","18","27.000","Kiralık Daire","1 +
                          1","50 m²","3
                        Yaşında","3. Kat","Nışantaşı 2 Dk Nezih Bölge Faturalar Dahil_eşyalı 1+1 Metro 7 D","İstanbul / Şişli / Meşrutiyet Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/7/8/4/1/6/4/6c2ce045-a849-4f08-9d41-31851bc4acb8.jpg","",""
"https://www.hepsiemlak.com/istanbul-uskudar-sultantepe-kiralik/daire/157913-204","35","24.000","Kiralık Daire","1 +
                          1","55 m²","31
                        Yaşında","Giriş Katı","Aktaş'tan Sultantepe'de,1+1,Bekara,Çalışana Uygun Kombili Giriş","İstanbul / Üsküdar / Sultantepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/7/3/4/1/6/4/5925c3e9-c7e0-46ca-9147-3c242747474d.jpg","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-guzeltepe-kiralik/daire/145839-161","35","30.000","Kiralık Daire","2 +
                          1","120 m²","16
                        Yaşında","5. Kat","Eyüpsultan Güzeltepe Nurtepe Metro Yanıbaşında Kiralık Büyük Dai","İstanbul / Eyüpsultan / Güzeltepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/el-es-gayrimenkul-145839","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/4/8/1/1/6/4/92348f59-9077-423a-971e-d28a2405d009.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/4/2/3/1/4/cd7a80fe-50f0-4aae-8d43-5d486c38deb9.jpg","El Es Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-sancaktepe-yunus-emre-kiralik/daire/145404-669","27","22.500","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","2. Kat","Sancaktepe Yunus Emre Sosyal Tesise Yakın 2+1 Kiralık Arakat","İstanbul / Sancaktepe / Yunus Emre Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/3/6/0/0/6/4/df597bac-9bb5-47b0-bd71-46e39fd1ef3f.jpg","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-yavuz-selim-kiralik/daire/120150-4265","34","24.000","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","Yüksek Giriş","Fl Emlaktan Sultanbeyli Gölet Yakını 2+1 Yüksek Giriş","İstanbul / Sultanbeyli / Yavuz Selim Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/ahmet-kucuk-2742771","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/6/2/3/1/6/4/1771077582-625588-46132637.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/7/7/2/4/7/2/bb380ed7-cff2-481a-989d-29820b4745c7.jpg","F-l Emlak"
"https://www.hepsiemlak.com/istanbul-uskudar-kuzguncuk-kiralik/daire/10656-1340","22","58.000","Kiralık Daire","2 +
                          1","80 m²","40
                        Yaşında","1. Kat","Evım’den İçi Sıfır Cadde Kenarında Daire","İstanbul / Üsküdar / Kuzguncuk Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/1/1/4/9/5/4/1768734019-221816-45941130.jpeg","",""
