"img-link href","photo-count","list-view-price","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/istanbul-pendik-cinardere-kiralik/daire/0-46241766","9","55.000","Kiralık Daire","4 +
                          2","210 m²","16
                        Yaşında","3. Kat","Acil Pendik Metrosu Dibinde Ve Adalar Manzaralı Dubleks Daire","İstanbul / Pendik / Çınardere Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/7/1/4/2/6/4/1772965077104-46241766.jpg","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-pinar-kiralik/daire/37137-49","9","13.500","Kiralık Daire","2 +
                          1","90 m²","11
                        Yaşında","Bahçe Katı","Esenyurt Pınar Mahallesinden Kiralık  Daire","İstanbul / Esenyurt / Pınar Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-sultaniye-kiralik/daire/72595-3314","20","30.000","Kiralık Daire","3 +
                          1","140 m²","Sıfır Bina","1. Kat","Aileye Kiralık Sıfır Geniş 3+1 Kiralık Daire","İstanbul / Esenyurt / Sultaniye Mah.","https://www.hepsiemlak.com/emlak-ofisi/kale-yapi-ltd-sti-72595/kale-yapi-ltd-sti-1381563","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/6/5/1/8/3/1/5401b743-b2a9-45ab-8293-ccdd039ca2ae.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/5/2/7/0/01552519-0d0f-4b80-9f63-5654f2470774.jpg","Kale Yapı LTD ŞTI"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/21218-4974","33","95.000","Kiralık Daire","4 +
                          1","200 m²","24
                        Yaşında","3. Kat","Bahçelievler Bahçeli Nizam Şevketdağ Sokakta Kiralık 4+1 Daire","İstanbul / Bahçelievler / Bahçelievler Mah.","","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-firuzaga-kiralik/daire/66277-4247","18","57.000","Kiralık Daire","2 +
                          1","70 m²","9
                        Yaşında","Yüksek Giriş","For Rent Furnıshed Apartment Cihangir Kiralık Eşyalı 2+1 Daire Genç Bina","İstanbul / Beyoğlu / Firuzağa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/8/5/0/2/6/4/ce2df234-0b96-4714-ade0-b97360e0a8c8.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-yayla-kiralik/daire/30486-1846","19","24.000","Kiralık Daire","1 +
                          1","75 m²","45
                        Yaşında","2. Kat","Şişli Feriköy Yay  Meydanı Caddesine Paralel Sokak'ta 2+1 Ara Kat Daire","İstanbul / Şişli / Yayla Mah.","https://www.hepsiemlak.com/emlak-ofisi/fem-gayrimenkul-30486/adem-adem-30486","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/5/6/5/4/5/4/0e0d8f79-5ba3-4058-a2c9-c6f58080a40e.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Fem Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-eyupsultan-karadolap-kiralik/daire/109136-1188","17","36.000","Kiralık Daire","2 +
                          1","90 m²","11
                        Yaşında","5. Kat","Ass Gayrimenkulden Eyüpsultan Binevler De Kiralık Daire","İstanbul / Eyüpsultan / Karadolap Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/6/0/2/2/6/4/13215fee-2518-469e-b89b-52730aad38ed.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/1042-2288","23","30.000","Kiralık Daire","1 +
                          1","55 m²","31
                        Yaşında","Giriş Katı","Eti'den Ortaköy Merkezde, İçi Sıfır 1+1 Düz Giriş, Bahçeli","İstanbul / Beşiktaş / Mecidiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/eti-emlak-1042","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/5/2/2/9/5/4/91bb6baa-2b02-43d2-8ee9-604f90cf990a.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/4/0/1/0/0/90ec4984-aee4-4bc6-86d8-ea5c116d21d6.jpg","Eti Emlak"
"https://www.hepsiemlak.com/istanbul-beyoglu-purtelas-hasan-efendi-kiralik/daire/68738-418","10","22.500","Kiralık Daire","1 +
                          1","25 m²","16
                        Yaşında","Kot 1","Kiralık Sutudyo Daire Cihangir De Merkezde Güneşli Sokakta 1+0 25 M2 Kot 1","İstanbul / Beyoğlu / Pürtelaş Hasan Efendi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/3/3/6/0/6/4/1770122263220-46063307.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/46376-2564","22","23.000","Kiralık Daire","1 +
                          1","75 m²","8
                        Yaşında","1. Kat","Mecidiyeköy Tan Sokak Ta Metroya 10-12 Dk. Genç Binada 1+1 60 M2 Temiz Daire","İstanbul / Şişli / Kuştepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/senoglu-emlak-46376","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/7/1/2/9/5/4/07bf035f-8a99-4018-8452-3ceb0df08077.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/7/3/9/7/8/58b7db91-02f3-4c08-8705-9b8f8659be9c.jpg","Şenoğlu Emlak"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-yeni-mahalle-kiralik/daire/74229-273","8","32.000","Kiralık Daire","2 +
                          1","80 m²","8
                        Yaşında","Yüksek Giriş","Yenimahalle  2+1 80m2 Merkezi Konumda  Metrobüse 10 Dakika Yürüme Mesafesinde Kiralık Daire","İstanbul / Küçükçekmece / Yeni Mahalle Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/8/1/1/1/5/4/1755608991-673939-45111896.jpeg","",""
"https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/120873-471","19","38.000","Kiralık Daire","2 +
                          1","90 m²","21
                        Yaşında","2. Kat","Dmrc'den Merkezi Konumda Yeni Boyanmış Bakımlı Kiralık 2+1","İstanbul / Şişli / Fulya Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/1/5/9/5/4/c68b0f6a-579a-4712-ab1a-52accc079a0b.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/42292-1908","16","25.000","Kiralık Daire","2 +
                          1","75 m²","35
                        Yaşında","4. Kat","Nazar Emlak Tan 2+1 Amerikan Mutfaklı Daire","İstanbul / Şişli / Paşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/2/0/9/0/6/4/1770572002-94588-46090255.jpeg","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kaptanpasa-kiralik/daire/49135-2762","16","17.000","Kiralık Daire","1 +
                          1","60 m²","40
                        Yaşında","Teras Katı","Beyoğlu Kasımpaşa Kulaksız'da 1+1, 55m2, Kombili, Teras Katı Kiralık Daire - Sözgen'den","İstanbul / Beyoğlu / Kaptanpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/5/7/0/0/6/4/1769420120953-46007537.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/42771-6466","17","46.000","Kiralık Daire","2 +
                          1","105 m²","35
                        Yaşında","1. Kat","Merkezi Konumda 2+1 100 M2 Sıfır Tadilatlı Öğrenciye Bekara Uygun Açık Otoparklı","İstanbul / Şişli / Mecidiyeköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/6/8/8/1/5/4/1756888760-878652-45188680.jpeg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/21218-4980","28","65.000","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","5. Kat","Bahçelievler Siyavuşpaşada 2+1 Sıfır Bina Kiralık Daire","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/3/9/2/2/6/4/086bf281-e67b-4580-8e47-9c89033dcebb.jpg","",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/112804-455","12","32.000","Kiralık Daire","1 +
                          1","60 m²","35
                        Yaşında","2. Kat","Mecidiyeköy Mah. Metroya 6 Dakika Yürme Mesafesinde Eşyalı Güzel Daire","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/enes-emlak-112804","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/6/9/3/2/6/4/1772888629995-46239629.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/1/8/8/8/3/2/120807a3-e69b-4fc1-bdf9-e17805279ef4.jpg","Enes Emlak"
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/34488-5642","17","17.000","Kiralık Daire","1 +
                          1","70 m²","25
                        Yaşında","3. Kat","Harmantepe Meydanda Kiralık Daire","İstanbul / Kağıthane / Harmantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/ivem-gayrimenkul-34488","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/1/1/8/0/6/4/f5f3a443-e5fc-4f55-8a6e-0e2a093f3cdf.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/4/4/3/0/4649b2de-9921-4914-9032-b8ec5d593f61.jpg","İvem Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-umraniye-inkilap-kiralik/daire/1999-4652","27","41.500","Kiralık Daire","2 +
                          1","80 m²","1
                        Yaşında","9. Kat","İnkılap Mah.Hastane Ve Plazalara Yakın 2+1 Kiralık Daire","İstanbul / Ümraniye / İnkılap Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/6/1/4/2/6/4/847d8846-7415-496b-90d9-a0f6db1b8b78.jpg","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-yavuz-selim-kiralik/daire/0-46241677","10","26.000","Kiralık Daire","1 +
                          1","75 m²","Sıfır Bina","3. Kat","Sahibinden 2+1","İstanbul / Sultanbeyli / Yavuz Selim Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/6/1/4/2/6/4/1772962760902-46241677.jpg","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/21218-4978","23","50.000","Kiralık Daire","2 +
                          1","75 m²","Sıfır Bina","3. Kat","Bahçelievler Yayla Feritselimpaşa Cadde Üzere 2+1 Kiralık Daire","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/8/7/1/2/6/4/ca9465b1-d467-4a6f-9126-d954da25b493.jpg","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/104389-490","14","30.000","Kiralık Daire","2 +
                          1","110 m²","9
                        Yaşında","1. Kat","Beylikdüzü Adnan Kahveci Mh Gürpınar'a Yakın Kiralık 2+1 Apt  Daire Temiz","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/7/3/8/1/6/4/1771955934733-46183736.jpg","",""
"https://www.hepsiemlak.com/istanbul-besiktas-sinanpasa-kiralik/daire/32591-504","18","32.500","Kiralık Daire","1 +
                          1","60 m²","31
                        Yaşında","2. Kat","Çarşıya Yakın Kahvaltıcılar Sokağı Pareleli 2. Kat 1+1","İstanbul / Beşiktaş / Sinanpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaptan-emlak-instcltdsti-32591/mahmuthan-kaptan-32591","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/8/1/4/2/6/4/0c46dcdd-de06-4b3c-bef8-8f71ec5dc86e.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Kaptan Emlak İnş.t.c.ltd.şti."
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/71801-1219","10","36.000","Kiralık Daire","3 +
                          1","185 m²","15
                        Yaşında","8. Kat","Beylikdüzü Adnan Kahvecide 3+1 Site İçi Ara Kat Kiralık Daire","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/6/2/9/1/6/4/d8b9ef72-5913-4202-87d0-993653b1c9cc.jpg","",""
"https://www.hepsiemlak.com/istanbul-umraniye-istiklal-kiralik/daire/120150-4269","27","32.000","Kiralık Daire","2 +
                          1","79 m²","12
                        Yaşında","2. Kat","F-L Emlaktan Atakent Yakını Yeni Bina 2+1 Arakat Bakımlı Daire","İstanbul / Ümraniye / İstiklal Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/3/8/4/1/6/4/1771333014-286169-46148382.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/1/0/2/1/0a2b3da5-eac8-4c3d-973d-c781ede3370d.jpg","F-l Emlak"
