area,room,living_room,age,floor,city,district,neighbourhood,price
95,2,1,6,1,istanbul,kagithane,hamidiye,33750
200,4,1,11,0,istanbul,basaksehir,bahcesehir 2. kisim,46500
110,3,1,25,2,istanbul,sisli,halide edip adivar,40000
130,2,1,35,5,istanbul,besiktas,ulus,52000
90,2,1,35,3,istanbul,beyoglu,kaptanpasa,28000
140,3,1,26,7,istanbul,beylikduzu,adnan kahveci,36000
140,3,1,26,7,istanbul,beylikduzu,adnan kahveci,36000
110,2,1,5,2,istanbul,beylikduzu,kavakli,40000
75,1,1,25,1,istanbul,sile,akcakese,15000
100,3,1,35,1,istanbul,beykoz,cubuklu,10000
80,1,1,29,1,istanbul,sariyer,gumusdere,26500
65,1,1,1,1,istanbul,kagithane,nurtepe,32000
60,1,1,13,4,istanbul,sisli,inonu,30000
110,2,1,7,8,istanbul,esenyurt,akevler,20000
85,2,1,7,1,istanbul,eyupsultan,esentepe,28000
151,3,1,0,2,istanbul,esenyurt,guzelyurt,72000
80,2,1,26,0,istanbul,bagcilar,fevzi cakmak,18900
90,2,1,11,2,istanbul,atasehir,kayisdagi,40000
135,3,1,29,0,istanbul,sariyer,cumhuriyet,45000
55,1,1,6,6,istanbul,kagithane,yahya kemal,25000
92,1,1,16,8,istanbul,cekmekoy,sultanciftligi,49500
120,3,1,30,3,istanbul,beykoz,pasabahce,30000
78,1,1,16,3,istanbul,gaziosmanpasa,karayollari,50000
75,2,1,35,0,istanbul,sisli,fulya,29500
70,1,1,30,0,istanbul,umraniye,cemil meric,20000
100,3,1,6,3,istanbul,kagithane,hamidiye,52000
115,2,1,11,2,istanbul,esenyurt,koza,30000
55,1,1,40,1,istanbul,fatih,ayvansaray,25000
90,2,1,11,4,istanbul,kagithane,telsizler,28500
98,2,1,0,5,istanbul,tuzla,istasyon,60000
95,2,1,25,0,istanbul,kagithane,celiktepe,9000
55,1,1,7,2,istanbul,sariyer,istinye,13000
75,1,1,11,0,istanbul,sancaktepe,abdurrahmangazi,39000
85,2,1,35,0,istanbul,uskudar,kucuksu,30500
90,2,1,10,6,istanbul,sancaktepe,ataturk,26750
60,1,1,16,1,istanbul,fatih,molla gurani,25000
85,2,1,35,1,istanbul,besiktas,sinanpasa,40000
130,3,1,31,2,istanbul,besiktas,akat,97500
120,3,1,36,3,istanbul,sultanbeyli,hamidiye,18500
90,2,1,31,0,istanbul,pendik,dumlupinar,18000
70,2,1,5,1,istanbul,sisli,mecidiyekoy,35000
100,2,1,5,3,istanbul,avcilar,universite,9500
55,1,1,9,3,istanbul,sisli,mesrutiyet,45000
52,1,1,25,1,istanbul,beyoglu,kuloglu,26000
160,3,1,0,9,istanbul,bagcilar,kirazli,52000
100,2,1,1,3,istanbul,kagithane,celiktepe,38000
75,1,1,8,1,istanbul,bahcelievler,hurriyet,27000
135,2,1,31,1,istanbul,kadikoy,bostanci,60000
130,2,1,8,1,istanbul,beyoglu,istiklal,100000
60,1,1,17,1,istanbul,beyoglu,bulbul,20000
95,2,1,11,6,istanbul,kagithane,hamidiye,41000
120,2,1,6,8,istanbul,esenyurt,akevler,25000
120,3,1,0,4,istanbul,uskudar,mehmet akif ersoy,65000
108,2,1,11,6,istanbul,sancaktepe,emek,55000
80,2,1,1,2,istanbul,maltepe,aydinevler,40750
140,3,1,31,8,istanbul,bakirkoy,atakoy 7-8-9-10. kisim,85000
55,1,1,10,2,istanbul,atasehir,esatpasa,29000
90,2,1,20,1,istanbul,sariyer,fatih sultan mehmet,24000
104,2,1,11,3,istanbul,cekmekoy,nisantepe,42000
95,2,1,1,0,istanbul,sariyer,zekeriyakoy,105000
136,3,1,16,3,istanbul,esenyurt,esenkent,32000
50,1,1,11,7,istanbul,sisli,inonu,18000
200,3,1,16,2,istanbul,beykoz,soguksu,85000
65,1,1,11,-2,istanbul,kagithane,merkez,30749
120,3,1,0,8,istanbul,sultanbeyli,mimar sinan,45000
110,2,1,15,0,istanbul,basaksehir,guvercintepe,20000
80,2,1,6,4,istanbul,atasehir,icerenkoy,27000
65,1,1,16,-1,istanbul,uskudar,ferah,25000
145,3,1,0,5,istanbul,uskudar,bahcelievler,77000
180,3,1,1,3,istanbul,uskudar,guzeltepe,73000
130,2,1,16,2,istanbul,cekmekoy,cumhuriyet,25000
132,2,1,5,7,istanbul,avcilar,universite,56000
100,2,1,21,4,istanbul,esenler,turgut reis,15001
120,3,1,0,0,istanbul,tuzla,aydinli,24750
105,3,1,6,3,istanbul,pendik,yayalar,34000
100,2,1,26,2,istanbul,pendik,cinardere,25000
65,1,1,6,3,istanbul,kagithane,mehmet akif ersoy,30000
60,1,1,11,1,istanbul,kagithane,seyrantepe,40000
140,3,1,20,6,istanbul,beylikduzu,baris,38000
65,1,1,12,-1,istanbul,sisli,eskisehir,20000
116,2,1,5,8,istanbul,bagcilar,baglar,46000
80,1,1,21,2,istanbul,kagithane,merkez,20500
70,1,1,20,1,istanbul,kagithane,ortabayir,18000
135,3,1,31,2,istanbul,sultanbeyli,mimar sinan,12000
135,2,1,6,5,istanbul,bahcelievler,yenibosna merkez,60000
120,3,1,20,4,istanbul,kagithane,harmantepe,30000
70,2,1,6,-2,istanbul,sisli,esentepe,26500
75,2,1,0,1,istanbul,uskudar,burhaniye,65000
100,3,1,40,1,istanbul,beykoz,pasabahce,30000
60,1,1,6,8,istanbul,cekmekoy,tasdelen,33500
105,2,1,30,1,istanbul,maltepe,altintepe,36750
146,2,1,0,2,istanbul,esenyurt,guzelyurt,60000
135,3,1,40,-2,istanbul,eyupsultan,guzeltepe,25000
135,3,1,26,1,istanbul,uskudar,yavuzturk,25000
100,2,1,23,3,istanbul,sultangazi,ismetpasa,27000
85,2,1,12,1,istanbul,sancaktepe,ataturk,20000
85,2,1,6,0,istanbul,beylikduzu,kavakli,25000
120,2,1,20,3,istanbul,beykoz,ortacesme,34000
165,3,1,15,0,istanbul,esenyurt,yesilkent,22000
168,3,1,6,3,istanbul,buyukcekmece,pinartepe,37500
60,2,1,1,0,istanbul,basaksehir,basaksehir,34000
110,2,1,25,2,istanbul,beykoz,tokatkoy,23000
55,1,1,25,6,istanbul,bayrampasa,yenidogan,23000
110,3,1,31,4,istanbul,sisli,tesvikiye,70000
95,2,1,15,10,istanbul,tuzla,mimar sinan,26000
150,4,1,35,2,istanbul,adalar,nizam,85000
130,2,1,0,1,istanbul,avcilar,tahtakale,35000
100,2,1,50,1,istanbul,beykoz,dereseki,18000
150,3,1,18,5,istanbul,buyukcekmece,mimaroba,37500
40,3,1,25,1,istanbul,kagithane,seyrantepe,18999
156,2,1,0,2,istanbul,kagithane,hamidiye,80000
80,2,1,30,1,istanbul,besiktas,dikilitas,39000
110,3,1,35,5,istanbul,umraniye,necip fazil,21500
110,3,1,50,5,istanbul,sisli,inonu,85000
90,2,1,30,3,istanbul,esenler,fatih,22000
140,3,1,10,2,istanbul,beykoz,soguksu,110000
160,4,1,35,4,istanbul,fatih,binbirdirek,84950
85,2,1,10,-1,istanbul,beyoglu,piri pasa,24500
125,1,1,25,-1,istanbul,kucukcekmece,ataturk,8000
50,1,1,31,0,istanbul,beyoglu,sururi mehmet efendi,25000
120,3,1,20,4,istanbul,sariyer,fatih sultan mehmet,31500
45,1,1,4,3,istanbul,beylikduzu,yakuplu,24000
95,3,1,50,3,istanbul,besiktas,turkali,45000
120,2,1,1,2,istanbul,basaksehir,altinsehir,29000
120,3,1,10,-3,istanbul,basaksehir,guvercintepe,20000
60,1,1,3,10,istanbul,sisli,merkez,65000
105,2,1,6,3,istanbul,esenyurt,yunus emre,15000
24,1,1,30,2,istanbul,sisli,mecidiyekoy,13000
85,1,1,26,2,istanbul,sariyer,istinye,27000
170,3,1,2,4,istanbul,beylikduzu,sahil,35000
85,2,1,16,3,istanbul,esenyurt,ornek,27000
163,3,1,6,9,istanbul,avcilar,tahtakale,46000
117,2,1,11,9,istanbul,sancaktepe,emek,59000
75,1,1,0,3,istanbul,kagithane,hamidiye,46000
95,2,1,6,4,istanbul,sile,ahmetli,29000
140,3,1,15,1,istanbul,maltepe,altaycesme,78000
85,2,1,0,6,istanbul,kagithane,hamidiye,47000
130,3,1,1,2,istanbul,uskudar,cengelkoy,85000
82,2,1,6,1,istanbul,kagithane,emniyet evleri,37300
80,2,1,6,6,istanbul,kagithane,caglayan,22000
85,2,1,11,1,istanbul,tuzla,mimar sinan,28000
88,2,1,5,3,istanbul,sancaktepe,abdurrahmangazi,28000
50,1,1,16,4,istanbul,sisli,merkez,39500
85,2,1,5,-1,istanbul,eyupsultan,merkez,28000
120,2,1,40,5,istanbul,besiktas,muradiye,75000
120,2,1,15,4,istanbul,avcilar,yesilkent,15000
85,2,1,6,3,istanbul,esenyurt,suleymaniye,16000
80,2,1,2,1,istanbul,maltepe,cevizli,44000
130,2,1,6,6,istanbul,beylikduzu,marmara,47000
100,2,1,20,0,istanbul,sariyer,ayazaga,21000
90,3,1,30,4,istanbul,fatih,sarac ishak,25000
70,2,1,6,1,istanbul,cekmekoy,aydinlar,25000
75,2,1,20,1,istanbul,kagithane,ortabayir,19000
100,2,1,26,1,istanbul,sile,cavus,33000
140,3,1,40,2,istanbul,uskudar,beylerbeyi,110000
85,2,1,21,1,istanbul,atasehir,kayisdagi,27500
50,1,1,7,3,istanbul,beyoglu,gumussuyu,50000
80,1,1,1,0,istanbul,kagithane,ortabayir,25000
60,1,1,8,5,istanbul,maltepe,aydinevler,31700
110,2,1,5,8,istanbul,pendik,gullu baglar,37000
75,2,1,4,1,istanbul,arnavutkoy,anadolu,15000
80,2,1,26,4,istanbul,sultangazi,yunus emre,14500
175,3,1,2,7,istanbul,esenyurt,ardicli,45000
108,2,1,6,7,istanbul,esenyurt,cinar,23000
100,2,1,2,1,istanbul,basaksehir,altinsehir,24000
120,3,1,16,5,istanbul,sultanbeyli,mehmet akif,35000
85,2,1,28,2,istanbul,adalar,maden,50000
75,2,1,13,5,istanbul,sisli,cumhuriyet,78000
120,3,1,10,3,istanbul,maltepe,findikli,35000
80,2,1,0,0,istanbul,bagcilar,baglar,25000
60,2,1,6,1,istanbul,kagithane,ortabayir,35000
100,2,1,6,6,istanbul,umraniye,huzur,33000
95,2,1,21,3,istanbul,sancaktepe,kemal turkler,20000
120,2,1,5,4,istanbul,kadikoy,zuhtupasa,85000
95,2,1,17,3,istanbul,beykoz,riva,40000
70,1,1,15,9,istanbul,umraniye,madenler,35000
130,2,1,0,1,istanbul,sultanbeyli,battalgazi,22000
75,1,1,10,1,istanbul,beyoglu,cihangir,65000
100,2,1,25,2,istanbul,uskudar,cumhuriyet,31500
110,3,1,35,5,istanbul,uskudar,sultantepe,60000
77,2,1,32,5,istanbul,sariyer,ayazaga,15000
110,2,1,15,3,istanbul,basaksehir,guvercintepe,30000
105,2,1,6,2,istanbul,tuzla,aydintepe,55000
80,1,1,3,5,istanbul,sancaktepe,eyup sultan,26000
70,1,1,0,0,istanbul,umraniye,site,22500
75,1,1,0,1,istanbul,kucukcekmece,fevzi cakmak,45000
45,1,1,15,1,istanbul,beyoglu,kamer hatun,33000
99,2,1,0,0,istanbul,tuzla,istasyon,47000
110,3,1,26,3,istanbul,maltepe,idealtepe,50000
82,2,1,6,1,istanbul,kagithane,celiktepe,37250
105,3,1,26,2,istanbul,pendik,cinardere,21000
125,3,1,31,6,istanbul,sisli,merkez,69000
123,2,1,10,3,istanbul,kagithane,hamidiye,55000
150,3,1,20,5,istanbul,atasehir,ferhatpasa,25000
55,1,1,6,1,istanbul,avcilar,cihangir,24000
50,1,1,35,-1,istanbul,beyoglu,firuzaga,38000
70,1,1,30,3,istanbul,sisli,cumhuriyet,45000
100,2,1,15,-1,istanbul,basaksehir,altinsehir,20000
138,3,1,0,3,istanbul,umraniye,finanskent,87000
70,2,1,21,0,istanbul,umraniye,necip fazil,27000
130,3,1,15,3,istanbul,maltepe,findikli,45950
105,2,1,30,0,istanbul,sariyer,cumhuriyet,30000
140,3,1,6,3,istanbul,sultanbeyli,mimar sinan,27000
70,1,1,26,1,istanbul,esenler,orucreis,21000
88,1,1,6,10,istanbul,esenyurt,koza,30000
125,2,1,16,1,istanbul,pendik,harmandere,37000
65,2,1,11,4,istanbul,kagithane,ortabayir,30000
100,2,1,15,0,istanbul,esenyurt,incirtepe,9500
120,3,1,20,1,istanbul,umraniye,inkilap,26500
95,1,1,8,1,istanbul,esenyurt,cinar,10000
90,2,1,5,4,istanbul,pendik,bati,48000
65,1,1,21,0,istanbul,esenler,kemer,13000
70,2,1,6,1,istanbul,sisli,mecidiyekoy,35000
75,2,1,16,1,istanbul,uskudar,bulgurlu,36000
60,2,1,31,-1,istanbul,besiktas,abbasaga,27000
80,2,1,30,1,istanbul,kadikoy,caferaga,52000
85,2,1,26,0,istanbul,beyoglu,kucuk piyale,24000
50,1,1,31,4,istanbul,beyoglu,yahya kahya,20000
95,2,1,0,4,istanbul,gaziosmanpasa,baglarbasi,34000
200,4,1,25,4,istanbul,kadikoy,bostanci,89000
191,3,1,0,0,istanbul,basaksehir,bahcesehir 2. kisim,70000
160,3,1,26,4,istanbul,maltepe,kucukyali,65000
108,2,1,1,4,istanbul,sancaktepe,abdurrahmangazi,40000
85,2,1,5,1,istanbul,kadikoy,feneryolu,70000
89,2,1,40,4,istanbul,kagithane,sultan selim,22000
48,1,1,6,1,istanbul,beyoglu,kamer hatun,33500
61,1,1,6,4,istanbul,esenyurt,koza,27000
55,1,1,25,1,istanbul,kadikoy,osmanaga,55000
75,1,1,26,3,istanbul,kagithane,seyrantepe,26000
70,1,1,40,0,istanbul,sisli,cumhuriyet,60000
85,2,1,1,2,istanbul,eyupsultan,esentepe,28500
115,3,1,0,6,istanbul,tuzla,postane,46000
170,3,1,11,3,istanbul,sancaktepe,kemal turkler,61000
120,3,1,4,1,istanbul,silivri,mimar sinan,27000
90,2,1,30,-1,istanbul,esenler,birlik,30000
140,3,1,10,5,istanbul,sisli,fulya,67000
80,1,1,26,1,istanbul,cekmekoy,aydinlar,21500
160,3,1,0,4,istanbul,kadikoy,bostanci,105000
75,1,1,30,-1,istanbul,kadikoy,caferaga,40000
100,2,1,34,1,istanbul,beyoglu,kocatepe,30000
110,2,1,30,3,istanbul,arnavutkoy,islambey,19500
63,2,1,33,0,istanbul,adalar,burgazada,34000
75,2,1,8,4,istanbul,esenyurt,gokevler,20000
100,2,1,0,-1,istanbul,eyupsultan,esentepe,20000
84,1,1,5,4,istanbul,kucukcekmece,inonu,26000
113,3,1,10,7,istanbul,atasehir,kucukbakkalkoy,72000
87,2,1,10,0,istanbul,maltepe,aydinevler,34700
180,3,1,18,1,istanbul,eyupsultan,gokturk merkez,95000
45,1,1,31,0,istanbul,beyoglu,kocatepe,16000
60,1,1,6,-1,istanbul,beyoglu,gumussuyu,32000
145,3,1,31,3,istanbul,fatih,aksaray,35000
120,2,1,6,1,istanbul,esenyurt,inonu,19000
140,3,1,6,3,istanbul,pendik,kurtkoy,42000
75,1,1,40,3,istanbul,fatih,aksemsettin,26000
105,2,1,31,4,istanbul,esenler,orucreis,28000
100,2,1,16,2,istanbul,pendik,fevzi cakmak,25000
156,2,1,6,4,istanbul,eyupsultan,gokturk merkez,85000
97,2,1,0,5,istanbul,esenyurt,barbaros hayrettin pasa,35000
85,2,1,35,3,istanbul,sisli,inonu,35000
90,2,1,5,3,istanbul,silivri,yeni,25000
120,2,1,0,1,istanbul,cekmekoy,gungoren,75000
88,2,1,0,3,istanbul,sultanbeyli,battalgazi,25000
55,1,1,40,5,istanbul,sisli,merkez,18500
54,1,1,29,5,istanbul,beyoglu,firuzaga,35000
75,2,1,10,5,istanbul,kagithane,celiktepe,36000
95,2,1,21,1,istanbul,esenler,turgut reis,13500
85,2,1,4,7,istanbul,esenyurt,mehtercesme,29500
70,1,1,2,2,istanbul,gaziosmanpasa,yildiztabya,29000
45,1,1,45,3,istanbul,adalar,maden,30000
60,1,1,4,2,istanbul,eyupsultan,mithatpasa,31250
70,1,1,20,3,istanbul,kartal,hurriyet,23000
80,2,1,0,1,istanbul,kagithane,merkez,40000
160,3,1,40,6,istanbul,besiktas,nisbetiye,110000
50,1,1,11,-1,istanbul,pendik,kaynarca,25000
95,2,1,0,3,istanbul,gaziosmanpasa,baglarbasi,34000
65,2,1,0,3,istanbul,uskudar,cumhuriyet,36500
99,2,1,0,3,istanbul,tuzla,istasyon,65000
110,2,1,20,6,istanbul,sisli,gulbahar,35000
180,4,1,26,1,istanbul,kadikoy,kozyatagi,105000
90,2,1,48,5,istanbul,pendik,kaynarca,22000
75,2,1,30,1,istanbul,bahcelievler,zafer,24000
60,2,1,40,6,istanbul,esenler,fatih,9000
115,4,1,44,1,istanbul,sisli,inonu,45000
120,4,1,55,-3,istanbul,beyoglu,kalyoncu kullugu,15000
75,1,1,31,-2,istanbul,sariyer,tarabya,25000
160,4,1,16,3,istanbul,umraniye,adem yavuz,32000
160,3,1,16,7,istanbul,esenyurt,koza,45500
140,3,1,26,1,istanbul,atasehir,icerenkoy,46000
169,2,1,10,10,istanbul,sariyer,maslak,87000
115,2,1,0,6,istanbul,kucukcekmece,fevzi cakmak,50000
95,2,1,6,1,istanbul,esenyurt,ucevler,17000
75,2,1,40,5,istanbul,bakirkoy,senlikkoy,45000
80,2,1,31,3,istanbul,fatih,seyyid omer,40000
110,2,1,16,0,istanbul,tuzla,sifa,18500
80,2,1,5,0,istanbul,beylikduzu,sahil,35000
50,1,1,2,1,istanbul,sisli,kustepe,28500
70,1,1,3,4,istanbul,beyoglu,yahya kahya,49000
190,4,1,5,2,istanbul,beylikduzu,adnan kahveci,75000
200,3,1,45,2,istanbul,bakirkoy,yesilkoy,95000
170,4,1,31,11,istanbul,kadikoy,erenkoy,75000
80,2,1,23,0,istanbul,umraniye,tepeustu,31000
120,3,1,8,4,istanbul,maltepe,aydinevler,47500
140,3,1,23,2,istanbul,sariyer,bahcekoy yeni,40000
110,2,1,31,-1,istanbul,besiktas,nisbetiye,62000
73,1,1,11,11,istanbul,bahcelievler,yenibosna merkez,37000
59,1,1,11,5,istanbul,pendik,kurtkoy,26500
75,2,1,45,3,istanbul,fatih,aksemsettin,19000
105,2,1,6,2,istanbul,basaksehir,bahcesehir 2. kisim,35000
100,3,1,26,2,istanbul,fatih,molla gurani,44500
143,3,1,6,1,istanbul,esenyurt,gokevler,32000
95,2,1,11,3,istanbul,esenyurt,guzelyurt,25000
200,4,1,16,1,istanbul,kagithane,hurriyet,15000
45,1,1,31,4,istanbul,fatih,seyyid omer,18000
30,1,1,6,0,istanbul,beyoglu,kamer hatun,23000
105,2,1,20,2,istanbul,beyoglu,cihangir,55000
65,1,1,15,2,istanbul,kagithane,merkez,30749
70,2,1,5,0,istanbul,sisli,gulbahar,35000
88,2,1,6,2,istanbul,arnavutkoy,anadolu,21000
60,1,1,6,10,istanbul,atasehir,inonu,39000
85,2,1,30,4,istanbul,uskudar,bulgurlu,35000
85,2,1,0,1,istanbul,silivri,selimpasa,22000
140,3,1,21,3,istanbul,kucukcekmece,mehmet akif,26500
80,1,1,6,10,istanbul,beylikduzu,baris,35000
80,2,1,31,3,istanbul,kagithane,celiktepe,24000
33,1,1,50,0,istanbul,kartal,yakacik carsi,30000
150,3,1,11,3,istanbul,esenyurt,koza,46000
80,2,1,6,3,istanbul,kagithane,caglayan,30000
70,1,1,6,2,istanbul,avcilar,mustafa kemal pasa,30000
60,1,1,30,2,istanbul,beyoglu,sehit muhtar,28000
135,2,1,0,2,istanbul,kucukcekmece,fevzi cakmak,51000
70,2,1,15,0,istanbul,sisli,gulbahar,24000
65,1,1,26,6,istanbul,kartal,hurriyet,22500
95,2,1,31,1,istanbul,besiktas,cihannuma,50000
90,2,1,12,0,istanbul,atasehir,ornek,35000
70,1,1,30,0,istanbul,sariyer,cumhuriyet,20000
136,1,1,4,3,istanbul,sisli,tesvikiye,105000
140,4,1,25,3,istanbul,esenyurt,incirtepe,23000
90,2,1,35,4,istanbul,kucukcekmece,besyol,37500
60,1,1,20,6,istanbul,umraniye,tatlisu,37000
177,3,1,0,5,istanbul,cekmekoy,gungoren,82500
85,2,1,1,1,istanbul,umraniye,esenkent,31000
130,3,1,5,1,istanbul,eyupsultan,dugmeciler,52000
100,2,1,30,4,istanbul,besiktas,nisbetiye,70500
107,2,1,2,5,istanbul,silivri,mimar sinan,35000
170,3,1,0,5,istanbul,avcilar,tahtakale,75000
200,3,1,6,0,istanbul,sile,kumbaba,65000
160,3,1,16,3,istanbul,beylikduzu,baris,37000
80,2,1,16,-1,istanbul,sisli,halide edip adivar,32000
65,1,1,30,0,istanbul,kagithane,gursel,15000
65,1,1,21,0,istanbul,bagcilar,100. yil,17000
145,3,1,6,6,istanbul,avcilar,tahtakale,38499
117,3,1,8,10,istanbul,sariyer,maslak,80000
130,2,1,6,10,istanbul,esenyurt,sultaniye,21000
74,1,1,21,2,istanbul,esenler,orucreis,13500
90,2,1,11,4,istanbul,atasehir,inonu,45000
130,2,1,6,4,istanbul,atasehir,inonu,45000
103,2,1,11,3,istanbul,cekmekoy,nisantepe,50000
160,3,1,18,5,istanbul,buyukcekmece,sinanoba,36000
170,4,1,5,4,istanbul,beylikduzu,kavakli,50000
130,2,1,11,2,istanbul,esenyurt,yesilkent,17000
145,3,1,26,4,istanbul,kagithane,hamidiye,45500
75,2,1,12,5,istanbul,kagithane,celiktepe,22000
130,3,1,45,5,istanbul,besiktas,akat,70000
67,1,1,6,5,istanbul,sancaktepe,abdurrahmangazi,33000
125,3,1,1,8,istanbul,basaksehir,bahcesehir 2. kisim,42000
70,2,1,6,2,istanbul,sisli,mecidiyekoy,27500
69,1,1,3,0,istanbul,kagithane,hamidiye,70000
85,3,1,20,1,istanbul,beyoglu,tomtom,10000
110,2,1,21,3,istanbul,kagithane,caglayan,31000
130,3,1,31,5,istanbul,adalar,nizam,95000
100,2,1,30,-1,istanbul,sisli,mecidiyekoy,33000
80,2,1,30,2,istanbul,uskudar,bulgurlu,32000
80,2,1,26,1,istanbul,sisli,fulya,35000
55,1,1,4,2,istanbul,silivri,mimar sinan,15000
75,2,1,1,1,istanbul,maltepe,altintepe,45000
160,3,1,9,4,istanbul,maltepe,aydinevler,59750
75,2,1,40,5,istanbul,bakirkoy,senlikkoy,45000
90,2,1,4,6,istanbul,beylikduzu,baris,26500
90,2,1,11,1,istanbul,pendik,seyhli,27500
140,3,1,21,4,istanbul,umraniye,necip fazil,35000
65,1,1,30,1,istanbul,fatih,dervis ali,35000
110,3,1,6,1,istanbul,tuzla,aydinli,30000
70,2,1,0,5,istanbul,kagithane,caglayan,35000
94,2,1,25,3,istanbul,sisli,gulbahar,30000
145,3,1,16,4,istanbul,beylikduzu,buyuksehir,33000
70,1,1,11,4,istanbul,silivri,selimpasa,16000
50,1,1,30,0,istanbul,kagithane,hurriyet,12000
100,2,1,11,6,istanbul,cekmekoy,sultanciftligi,28000
50,1,1,1,6,istanbul,besiktas,levent,55000
64,1,1,4,4,istanbul,maltepe,cinar,51000
55,1,1,5,2,istanbul,zeytinburnu,maltepe,40000
110,2,1,2,4,istanbul,maltepe,cinar,60000
100,2,1,5,1,istanbul,beylikduzu,kavakli,26000
80,2,1,50,2,istanbul,beyoglu,kuloglu,50000
80,1,1,4,0,istanbul,sancaktepe,abdurrahmangazi,37500
75,1,1,26,0,istanbul,eyupsultan,rami yeni,25500
70,2,1,0,1,istanbul,besiktas,turkali,45000
62,1,1,0,4,istanbul,atasehir,inonu,35000
80,2,1,11,9,istanbul,cekmekoy,nisantepe,40000
62,2,1,0,2,istanbul,maltepe,esenkent,35000
130,3,1,26,2,istanbul,kadikoy,goztepe,85000
80,1,1,4,1,istanbul,sisli,mecidiyekoy,40000
60,1,1,12,0,istanbul,kagithane,sultan selim,23000
140,3,1,31,3,istanbul,bahcelievler,cumhuriyet,40000
70,2,1,6,7,istanbul,atasehir,inonu,38000
85,2,1,6,2,istanbul,tuzla,mimar sinan,22500
120,3,1,35,-2,istanbul,beyoglu,omer avni,40000
120,2,1,8,2,istanbul,esenyurt,orhan gazi,22000
60,1,1,35,5,istanbul,uskudar,beylerbeyi,95000
70,2,1,6,-3,istanbul,sisli,kustepe,27500
50,1,1,0,1,istanbul,sisli,gulbahar,25000
120,2,1,26,2,istanbul,pendik,fevzi cakmak,25000
80,1,1,31,-2,istanbul,sisli,mesrutiyet,45000
70,1,1,24,4,istanbul,umraniye,asagi dudullu,18000
200,4,1,11,3,istanbul,umraniye,necip fazil,100000
100,3,1,30,3,istanbul,sisli,merkez,40000
135,3,1,21,1,istanbul,uskudar,mehmet akif ersoy,35000
70,2,1,40,2,istanbul,umraniye,namik kemal,22500
85,2,1,11,3,istanbul,kagithane,hamidiye,30000
150,3,1,21,0,istanbul,bakirkoy,senlikkoy,83000
90,2,1,16,2,istanbul,pendik,yenisehir,26000
120,3,1,16,-1,istanbul,kagithane,celiktepe,36000
95,2,1,5,2,istanbul,kagithane,caglayan,25000
110,2,1,26,0,istanbul,sariyer,yenikoy,52000
73,1,1,4,3,istanbul,beylikduzu,marmara,38000
117,2,1,0,8,istanbul,kagithane,yahya kemal,70000
55,1,1,5,6,istanbul,zeytinburnu,maltepe,35000
97,2,1,6,4,istanbul,cekmekoy,cumhuriyet,37000
90,2,1,25,2,istanbul,silivri,selimpasa,20000
75,2,1,10,0,istanbul,esenyurt,balikyolu,11000
43,1,1,4,3,istanbul,beylikduzu,yakuplu,23000
70,1,1,31,1,istanbul,kagithane,celiktepe,24000
90,2,1,11,-1,istanbul,esenler,tuna,11000
50,1,1,16,5,istanbul,sisli,ferikoy,27000
90,2,1,5,2,istanbul,sancaktepe,veysel karani,45000
85,2,1,11,4,istanbul,basaksehir,kayabasi,31000
90,2,1,0,1,istanbul,eyupsultan,gokturk merkez,69000
90,2,1,6,1,istanbul,esenyurt,guzelyurt,20000
90,2,1,31,3,istanbul,fatih,aksaray,27000
120,2,1,31,2,istanbul,bagcilar,100. yil,20000
80,2,1,16,2,istanbul,atasehir,inonu,44000
100,2,1,10,6,istanbul,maltepe,cevizli,50000
135,3,1,16,1,istanbul,maltepe,findikli,37000
100,2,1,30,0,istanbul,uskudar,burhaniye,25000
110,2,1,8,2,istanbul,esenyurt,pinar,17000
95,2,1,30,3,istanbul,uskudar,kucuksu,38000
50,1,1,50,5,istanbul,beyoglu,omer avni,70000
50,1,1,11,3,istanbul,sisli,kustepe,25500
70,1,1,20,3,istanbul,beyoglu,huseyinaga,45000
76,2,1,24,1,istanbul,umraniye,site,43000
85,1,1,0,5,istanbul,sisli,mecidiyekoy,35000
69,1,1,3,0,istanbul,kagithane,hamidiye,70000
110,2,1,6,1,istanbul,silivri,selimpasa,27000
50,1,1,50,1,istanbul,beyoglu,firuzaga,35000
80,2,1,11,6,istanbul,cekmekoy,nisantepe,38000
100,2,1,29,2,istanbul,kagithane,sultan selim,25020
116,2,1,5,1,istanbul,umraniye,esensehir,56000
155,3,1,11,10,istanbul,maltepe,zumrutevler,83000
85,2,1,0,3,istanbul,pendik,yenisehir,36000
137,3,1,4,2,istanbul,beyoglu,sutluce,95000
105,2,1,2,2,istanbul,kagithane,celiktepe,64000
110,3,1,15,1,istanbul,atasehir,esatpasa,42000
90,2,1,28,1,istanbul,uskudar,ferah,35000
95,2,1,40,4,istanbul,esenler,birlik,16000
100,2,1,8,1,istanbul,tuzla,evliya celebi,25500
117,2,1,0,8,istanbul,kagithane,yahya kemal,70000
55,1,1,5,6,istanbul,zeytinburnu,maltepe,35000
97,2,1,6,4,istanbul,cekmekoy,cumhuriyet,37000
90,2,1,25,2,istanbul,silivri,selimpasa,20000
75,2,1,10,0,istanbul,esenyurt,balikyolu,11000
43,1,1,4,3,istanbul,beylikduzu,yakuplu,23000
70,1,1,31,1,istanbul,kagithane,celiktepe,24000
