area,room,living_room,age,floor,city,district,neighbourhood,price
70,1,1,11,10,istanbul,kucukcekmece,atakent,34000
90,2,1,31,0,istanbul,esenler,birlik,23000
80,2,1,25,1,istanbul,kadikoy,caddebostan,72500
93,2,1,6,3,istanbul,kadikoy,dumlupinar,58000
135,3,1,26,6,istanbul,bakirkoy,atakoy 7-8-9-10. kisim,100000
114,2,1,0,2,istanbul,cekmekoy,gungoren,60000
110,2,1,18,1,istanbul,eyupsultan,emniyettepe,25000
85,2,1,28,2,istanbul,umraniye,esenevler,28000
70,1,1,2,7,istanbul,kagithane,merkez,45000
71,2,1,0,4,istanbul,pendik,cinardere,32000
140,3,1,15,0,istanbul,bakirkoy,yesilkoy,86000
130,3,1,0,5,istanbul,kadikoy,goztepe,100000
134,3,1,25,9,istanbul,pendik,yenisehir,35500
120,2,1,7,3,istanbul,esenyurt,ucevler,17000
130,3,1,27,2,istanbul,gaziosmanpasa,yildiztabya,30000
85,1,1,29,1,istanbul,sariyer,tarabya,70000
65,1,1,11,3,istanbul,beylikduzu,baris,22000
75,2,1,15,4,istanbul,silivri,yeni,19000
90,2,1,0,1,istanbul,kucukcekmece,cennet,100000
135,3,1,11,4,istanbul,umraniye,asagi dudullu,45000
80,2,1,31,5,istanbul,maltepe,yali,42000
120,2,1,40,5,istanbul,beyoglu,gumussuyu,110000
120,1,1,8,6,istanbul,esenyurt,piri reis,20000
165,3,1,31,3,istanbul,sisli,19 mayis,55000
40,1,1,6,-1,istanbul,sisli,kustepe,25000
75,1,1,8,2,istanbul,esenyurt,talatpasa,20000
50,1,1,40,2,istanbul,sisli,eskisehir,15000
120,3,1,40,3,istanbul,kucukcekmece,fatih,16000
150,3,1,40,5,istanbul,sisli,tesvikiye,75000
88,2,1,2,2,istanbul,bahcelievler,siyavuspasa,52000
68,1,1,6,6,istanbul,sancaktepe,emek,28000
70,2,1,11,0,istanbul,atasehir,kayisdagi,35000
75,2,1,0,5,istanbul,sisli,gulbahar,30000
100,2,1,11,2,istanbul,kucukcekmece,cumhuriyet,38000
75,2,1,6,1,istanbul,sisli,cumhuriyet,60000
95,2,1,6,3,istanbul,pendik,kavakpinar,25000
110,2,1,11,1,istanbul,atasehir,icerenkoy,48000
93,2,1,20,4,istanbul,sisli,halide edip adivar,32000
170,4,1,21,6,istanbul,pendik,kavakpinar,30000
150,3,1,11,1,istanbul,atasehir,kayisdagi,40000
125,2,1,6,3,istanbul,arnavutkoy,anadolu,26000
108,2,1,31,3,istanbul,bagcilar,kemalpasa,27000
75,2,1,5,0,istanbul,kagithane,yesilce,28000
90,2,1,6,4,istanbul,esenyurt,mehtercesme,25000
90,3,1,45,0,istanbul,besiktas,etiler,49000
95,2,1,11,2,istanbul,tuzla,aydinli,25000
92,1,1,2,4,istanbul,cekmekoy,mehmet akif,50000
120,3,1,25,0,istanbul,sariyer,resitpasa,55000
44,1,1,0,2,istanbul,sisli,gulbahar,51000
54,1,1,30,1,istanbul,beyoglu,yenisehir,20000
70,1,1,31,1,istanbul,beyoglu,cihangir,50000
65,2,1,0,1,istanbul,kadikoy,merdivenkoy,49000
80,1,1,30,4,istanbul,sisli,cumhuriyet,35000
75,3,1,1,5,istanbul,maltepe,altintepe,58000
60,2,1,0,2,istanbul,atasehir,kayisdagi,30000
75,2,1,0,-1,istanbul,sultanbeyli,mehmet akif,23000
54,1,1,11,3,istanbul,pendik,esenler,36000
115,3,1,40,2,istanbul,uskudar,salacak,52000
110,2,1,10,3,istanbul,esenyurt,mehmet akif ersoy,23000
85,2,1,3,10,istanbul,kagithane,merkez,70000
115,3,1,38,3,istanbul,besiktas,etiler,75000
140,3,1,34,3,istanbul,sisli,fulya,50000
130,3,1,19,9,istanbul,umraniye,mehmet akif,55000
95,2,1,11,6,istanbul,eyupsultan,emniyettepe,32000
145,3,1,37,5,istanbul,kadikoy,feneryolu,70000
100,2,1,3,5,istanbul,kadikoy,merdivenkoy,73000
130,3,1,28,4,istanbul,kagithane,hamidiye,35000
75,1,1,0,7,istanbul,kucukcekmece,fevzi cakmak,52000
136,3,1,45,2,istanbul,sisli,tesvikiye,105000
125,3,1,31,5,istanbul,kadikoy,acibadem,62000
65,1,1,35,1,istanbul,beyoglu,omer avni,35000
120,2,1,6,4,istanbul,silivri,mimar sinan,25000
140,3,1,23,5,istanbul,maltepe,zumrutevler,40000
80,2,1,12,7,istanbul,basaksehir,guvercintepe,25000
115,2,1,25,1,istanbul,sariyer,buyukdere,46000
120,3,1,0,3,istanbul,bakirkoy,zuhuratbaba,75000
90,2,1,6,1,istanbul,sultanbeyli,adil,27500
50,1,1,8,4,istanbul,kagithane,hurriyet,16000
144,3,1,16,4,istanbul,buyukcekmece,mimaroba,49000
90,2,1,6,8,istanbul,kadikoy,goztepe,95000
121,2,1,6,1,istanbul,basaksehir,bahcesehir 1. kisim,45000
150,3,1,0,1,istanbul,cekmekoy,gungoren,79000
62,1,1,6,3,istanbul,kucukcekmece,tevfik bey,35000
116,2,1,0,2,istanbul,umraniye,finanskent,75000
79,2,1,0,1,istanbul,kartal,karliktepe,38250
200,3,1,32,4,istanbul,sariyer,cumhuriyet,50000
90,2,1,21,1,istanbul,gaziosmanpasa,semsipasa,22000
58,1,1,0,-3,istanbul,kagithane,harmantepe,22000
130,3,1,26,6,istanbul,kagithane,hamidiye,52000
55,1,1,0,0,istanbul,maltepe,altintepe,37500
115,2,1,32,2,istanbul,uskudar,ferah,37000
80,2,1,8,3,istanbul,sancaktepe,emek,45000
114,2,1,16,3,istanbul,sancaktepe,ataturk,40000
100,2,1,45,0,istanbul,sisli,tesvikiye,100000
86,1,1,15,1,istanbul,atasehir,barbaros,50000
60,1,1,50,1,istanbul,beyoglu,kuloglu,25000
75,2,1,10,4,istanbul,sisli,inonu,40000
75,1,1,21,2,istanbul,kadikoy,osmanaga,40000
90,2,1,25,5,istanbul,sisli,mecidiyekoy,36000
70,1,1,6,7,istanbul,tuzla,aydinli,25000
120,2,1,10,4,istanbul,esenyurt,barbaros hayrettin pasa,42000
120,3,1,30,0,istanbul,sariyer,kirecburnu,30000
80,2,1,1,4,istanbul,sultanbeyli,mehmet akif,25000
115,2,1,6,3,istanbul,beylikduzu,yakuplu,29000
90,2,1,11,5,istanbul,sisli,mecidiyekoy,29000
65,2,1,1,1,istanbul,kagithane,hurriyet,33000
90,2,1,45,0,istanbul,besiktas,bebek,90000
75,1,1,0,3,istanbul,beyoglu,cihangir,65000
80,2,1,5,1,istanbul,kagithane,caglayan,27500
60,1,1,8,6,istanbul,sisli,gulbahar,19000
90,2,1,21,4,istanbul,sisli,gulbahar,30000
100,2,1,25,1,istanbul,uskudar,kucuksu,28000
90,2,1,31,0,istanbul,kadikoy,zuhtupasa,45000
140,3,1,16,4,istanbul,maltepe,zumrutevler,34000
85,2,1,26,2,istanbul,sisli,izzet pasa,32000
105,2,1,10,1,istanbul,esenyurt,hurriyet,18000
89,2,1,20,3,istanbul,basaksehir,guvercintepe,25000
180,3,1,16,1,istanbul,avcilar,universite,40000
120,2,1,26,2,istanbul,kartal,hurriyet,27000
75,2,1,5,0,istanbul,sile,cavus,40000
70,1,1,11,4,istanbul,tuzla,mescit,26000
80,2,1,6,0,istanbul,sultangazi,75. yil,24000
95,2,1,30,3,istanbul,sisli,mesrutiyet,38500
70,2,1,11,6,istanbul,kagithane,caglayan,42500
131,2,1,11,5,istanbul,bakirkoy,osmaniye,95000
130,3,1,16,1,istanbul,sultanbeyli,hamidiye,15500
170,3,1,30,5,istanbul,besiktas,akat,70000
70,1,1,7,1,istanbul,bahcelievler,kocasinan merkez,36500
120,3,1,0,6,istanbul,sultanbeyli,mimar sinan,37000
83,2,1,6,1,istanbul,catalca,ferhatpasa,22000
145,3,1,16,2,istanbul,umraniye,mehmet akif,46000
87,1,1,1,5,istanbul,sancaktepe,abdurrahmangazi,35000
95,2,1,8,1,istanbul,cekmekoy,tasdelen,43000
150,3,1,45,3,istanbul,uskudar,beylerbeyi,60000
125,3,1,21,3,istanbul,basaksehir,basak,41000
125,3,1,21,5,istanbul,basaksehir,basak,40000
75,1,1,11,4,istanbul,beylikduzu,baris,29000
85,2,1,30,1,istanbul,maltepe,idealtepe,42000
110,2,1,3,0,istanbul,esenyurt,fatih,25000
119,3,1,0,7,istanbul,kadikoy,goztepe,95000
55,1,1,0,0,istanbul,maltepe,kucukyali,37500
95,2,1,40,1,istanbul,kucukcekmece,gultepe,20000
120,3,1,31,-2,istanbul,beyoglu,omer avni,40000
110,3,1,6,1,istanbul,sancaktepe,eyup sultan,34000
140,3,1,2,2,istanbul,sile,balibey,65000
110,3,1,26,5,istanbul,gaziosmanpasa,mevlana,40000
110,2,1,26,2,istanbul,maltepe,altintepe,45000
110,3,1,26,4,istanbul,sariyer,huzur,80000
115,3,1,0,5,istanbul,tuzla,istasyon,50000
75,2,1,6,0,istanbul,maltepe,zumrutevler,25000
55,1,1,6,4,istanbul,kagithane,caglayan,40000
75,2,1,5,4,istanbul,sancaktepe,meclis,28500
145,3,1,21,5,istanbul,umraniye,ataturk,55000
85,2,1,5,1,istanbul,beylikduzu,kavakli,27000
85,2,1,5,1,istanbul,kagithane,hurriyet,26500
107,2,1,11,4,istanbul,umraniye,tatlisu,50000
99,2,1,11,8,istanbul,umraniye,tatlisu,46500
75,2,1,7,1,istanbul,uskudar,ferah,38000
169,4,1,16,3,istanbul,gaziosmanpasa,karayollari,110000
75,2,1,26,3,istanbul,fatih,sehremini,28000
90,2,1,52,0,istanbul,bakirkoy,sakizagaci,35000
95,2,1,11,7,istanbul,bahcelievler,yenibosna merkez,48000
145,3,1,16,3,istanbul,beylikduzu,kavakli,39500
90,1,1,5,1,istanbul,eyupsultan,sakarya,32500
90,2,1,5,2,istanbul,esenyurt,inonu,22000
80,2,1,11,9,istanbul,cekmekoy,nisantepe,40000
97,2,1,11,4,istanbul,tuzla,aydinli,31500
70,2,1,11,0,istanbul,avcilar,cihangir,27000
95,2,1,0,2,istanbul,eyupsultan,islambey,35000
63,1,1,4,8,istanbul,sancaktepe,abdurrahmangazi,35000
100,2,1,2,1,istanbul,kadikoy,kozyatagi,76000
70,2,1,6,2,istanbul,sancaktepe,hilal,21000
200,4,1,0,2,istanbul,fatih,sehremini,110000
120,2,1,6,1,istanbul,beylikduzu,dereagzi,33000
92,2,1,0,5,istanbul,kagithane,merkez,65000
110,2,1,15,2,istanbul,gaziosmanpasa,merkez,35000
119,2,1,2,8,istanbul,kucukcekmece,halkali merkez,58000
98,2,1,11,2,istanbul,sancaktepe,fatih,37000
146,3,1,6,2,istanbul,gaziosmanpasa,sarigol,55000
145,3,1,31,0,istanbul,kadikoy,acibadem,55000
143,3,1,10,3,istanbul,atasehir,ataturk,90000
85,2,1,1,6,istanbul,kadikoy,erenkoy,67000
95,2,1,6,4,istanbul,kartal,hurriyet,38000
120,3,1,0,5,istanbul,sultanbeyli,battalgazi,35000
70,1,1,0,1,istanbul,sariyer,maden,60000
60,1,1,1,1,istanbul,maltepe,idealtepe,45000
145,3,1,10,7,istanbul,sancaktepe,osmangazi,55000
85,2,1,15,2,istanbul,pendik,kurtkoy,33000
88,2,1,5,0,istanbul,arnavutkoy,fatih,18000
90,1,1,6,3,istanbul,maltepe,findikli,30000
67,1,1,0,7,istanbul,kadikoy,dumlupinar,47000
95,1,1,6,2,istanbul,buyukcekmece,pinartepe,35500
156,3,1,4,5,istanbul,pendik,gullu baglar,60000
120,3,1,11,1,istanbul,sisli,fulya,60000
85,2,1,13,1,istanbul,maltepe,basibuyuk,45000
75,2,1,6,1,istanbul,sisli,gulbahar,34500
100,3,1,6,7,istanbul,kadikoy,erenkoy,85000
135,2,1,3,4,istanbul,esenyurt,inonu,25000
160,3,1,26,8,istanbul,kadikoy,caddebostan,100000
75,1,1,6,5,istanbul,cekmekoy,catalmese,24000
52,1,1,9,1,istanbul,kagithane,merkez,42000
85,2,1,0,1,istanbul,sultanbeyli,battalgazi,27500
82,2,1,16,0,istanbul,sancaktepe,meclis,40000
107,2,1,16,1,istanbul,pendik,yenisehir,37500
90,2,1,10,2,istanbul,maltepe,altintepe,49000
175,4,1,32,3,istanbul,kadikoy,19 mayis,82000
85,2,1,6,0,istanbul,umraniye,necip fazil,24000
90,2,1,2,1,istanbul,maltepe,feyzullah,57500
75,2,1,18,-1,istanbul,uskudar,ferah,23500
90,3,1,30,4,istanbul,sisli,kaptan pasa,50000
65,1,1,0,1,istanbul,kadikoy,sahrayi cedit,50000
80,2,1,0,7,istanbul,sancaktepe,veysel karani,40000
95,2,1,0,3,istanbul,silivri,yeni,22000
90,2,1,6,4,istanbul,pendik,harmandere,37000
150,3,1,26,2,istanbul,uskudar,acibadem,64000
100,2,1,10,4,istanbul,pendik,esenler,36000
70,1,1,1,2,istanbul,kartal,yakacik carsi,32500
135,3,1,6,1,istanbul,arnavutkoy,anadolu,26000
102,2,1,0,1,istanbul,buyukcekmece,ataturk,35000
157,3,1,6,1,istanbul,kucukcekmece,atakent,86900
120,3,1,0,6,istanbul,kadikoy,suadiye,98000
88,2,1,12,4,istanbul,pendik,harmandere,38000
90,2,1,5,0,istanbul,atasehir,inonu,34500
65,1,1,45,3,istanbul,fatih,aksemsettin,19000
125,3,1,0,1,istanbul,bahcelievler,bahcelievler,95000
200,4,1,20,4,istanbul,pendik,kaynarca,90000
125,3,1,0,11,istanbul,basaksehir,guvercintepe,40000
71,2,1,0,2,istanbul,uskudar,cengelkoy,62000
120,3,1,11,4,istanbul,esenyurt,fatih,35000
170,3,1,28,2,istanbul,besiktas,muradiye,75000
55,1,1,13,1,istanbul,bahcelievler,fevzi cakmak,26000
100,3,1,25,2,istanbul,sisli,ferikoy,28000
55,1,1,5,1,istanbul,atasehir,kayisdagi,25500
130,3,1,21,1,istanbul,kagithane,hamidiye,44000
55,1,1,8,6,istanbul,bakirkoy,atakoy 7-8-9-10. kisim,40000
90,2,1,30,2,istanbul,besiktas,arnavutkoy,80000
90,2,1,0,4,istanbul,kadikoy,hasanpasa,65000
100,3,1,57,1,istanbul,besiktas,etiler,65000
85,2,1,11,6,istanbul,atasehir,inonu,33000
85,2,1,0,1,istanbul,eyupsultan,guzeltepe,42500
90,2,1,30,2,istanbul,kadikoy,bostanci,52000
90,2,1,40,1,istanbul,besiktas,visnezade,60000
55,1,1,25,0,istanbul,sisli,mecidiyekoy,20000
95,1,1,15,2,istanbul,esenyurt,barbaros hayrettin pasa,5000
75,1,1,1,0,istanbul,kagithane,celiktepe,26000
100,2,1,6,1,istanbul,bahcelievler,bahcelievler,80000
95,2,1,15,1,istanbul,beylikduzu,gurpinar,30000
85,2,1,6,3,istanbul,cekmekoy,alemdag,36000
105,3,1,31,3,istanbul,kadikoy,zuhtupasa,47000
130,2,1,50,-2,istanbul,besiktas,nisbetiye,85000
115,3,1,6,8,istanbul,kartal,karliktepe,59000
90,2,1,48,5,istanbul,fatih,koca mustafapasa,28000
90,2,1,30,5,istanbul,eyupsultan,aksemsettin,25000
105,3,1,31,7,istanbul,umraniye,atakent,22000
70,1,1,4,6,istanbul,eyupsultan,emniyettepe,33000
75,2,1,11,7,istanbul,basaksehir,kayabasi,31500
112,3,1,11,4,istanbul,beykoz,soguksu,95000
82,1,1,6,7,istanbul,sisli,cumhuriyet,60000
44,1,1,0,2,istanbul,sisli,mecidiyekoy,49000
120,3,1,54,3,istanbul,sisli,fulya,42000
85,2,1,30,4,istanbul,sisli,mecidiyekoy,45000
120,3,1,55,2,istanbul,sisli,bozkurt,40000
78,2,1,31,4,istanbul,atasehir,ataturk,42000
140,3,1,0,10,istanbul,tuzla,aydinli,50000
148,3,1,29,7,istanbul,buyukcekmece,mimaroba,45000
144,3,1,11,9,istanbul,buyukcekmece,mimaroba,50000
75,2,1,12,2,istanbul,sisli,yayla,32000
75,2,1,0,5,istanbul,bahcelievler,soganli,45000
90,2,1,0,2,istanbul,kadikoy,caddebostan,90000
125,3,1,0,7,istanbul,kadikoy,feneryolu,95000
62,2,1,0,1,istanbul,kartal,cavusoglu,42000
75,2,1,6,1,istanbul,esenyurt,selahaddin eyyubi,15000
70,1,1,20,3,istanbul,kucukcekmece,cumhuriyet,26000
90,1,1,11,6,istanbul,basaksehir,ziya gokalp,44000
85,1,1,10,3,istanbul,sariyer,maslak,60000
160,3,1,6,5,istanbul,cekmekoy,sultanciftligi,60000
100,2,1,26,5,istanbul,gaziosmanpasa,fevzi cakmak,27000
120,2,1,26,3,istanbul,kagithane,sultan selim,37000
108,2,1,16,0,istanbul,beykoz,soguksu,52500
65,1,1,33,-1,istanbul,besiktas,cihannuma,40000
80,2,1,50,0,istanbul,kucukcekmece,cumhuriyet,20000
135,2,1,2,4,istanbul,zeytinburnu,maltepe,85000
85,2,1,35,5,istanbul,kagithane,celiktepe,28000
90,2,1,45,2,istanbul,beyoglu,kuloglu,62000
85,2,1,45,4,istanbul,beyoglu,gumussuyu,57000
70,1,1,26,1,istanbul,esenler,turgut reis,16000
90,2,1,16,3,istanbul,basaksehir,bahcesehir 1. kisim,38000
110,3,1,0,1,istanbul,kadikoy,fenerbahce,110000
60,1,1,0,0,istanbul,maltepe,zumrutevler,28000
115,2,1,26,1,istanbul,sariyer,ayazaga,35000
110,2,1,21,2,istanbul,bagcilar,15 temmuz,24000
130,3,1,35,7,istanbul,atasehir,icerenkoy,46000
120,2,1,30,0,istanbul,sariyer,tarabya,40000
125,3,1,35,3,istanbul,sisli,duatepe,45000
90,2,1,35,4,istanbul,beyoglu,kalyoncu kullugu,24000
70,2,1,26,3,istanbul,sisli,mecidiyekoy,42000
160,3,1,35,1,istanbul,fatih,sehremini,50000
125,3,1,31,2,istanbul,uskudar,ferah,38500
95,2,1,30,0,istanbul,avcilar,yesilkent,8000
115,3,1,30,1,istanbul,atasehir,icerenkoy,44000
110,3,1,31,2,istanbul,besiktas,akat,87500
110,2,1,9,5,istanbul,kagithane,hamidiye,39000
70,2,1,6,1,istanbul,sisli,mecidiyekoy,28750
140,3,1,7,5,istanbul,kucukcekmece,fatih,55000
80,2,1,31,-1,istanbul,beyoglu,firuzaga,47000
106,2,1,3,6,istanbul,kucukcekmece,inonu,60000
110,2,1,16,5,istanbul,kagithane,hurriyet,30000
85,1,1,10,5,istanbul,esenyurt,piri reis,25000
175,3,1,0,1,istanbul,basaksehir,bahcesehir 2. kisim,70000
110,3,1,1,2,istanbul,uskudar,kucuksu,62000
120,2,1,31,1,istanbul,kartal,hurriyet,25000
110,2,1,6,3,istanbul,esenyurt,piri reis,26000
100,2,1,6,4,istanbul,sancaktepe,sarigazi,41000
130,3,1,25,5,istanbul,atasehir,kucukbakkalkoy,68000
73,1,1,16,4,istanbul,kartal,hurriyet,32000
202,4,1,6,11,istanbul,basaksehir,bahcesehir 1. kisim,65000
100,1,1,16,6,istanbul,atasehir,inonu,30000
68,2,1,11,2,istanbul,basaksehir,kayabasi,25000
68,2,1,11,2,istanbul,basaksehir,kayabasi,25000
90,2,1,31,1,istanbul,bahcelievler,soganli,25000
115,3,1,31,8,istanbul,kadikoy,erenkoy,62000
75,1,1,6,4,istanbul,pendik,yenisehir,38000
87,2,1,21,1,istanbul,basaksehir,basak,34500
42,1,1,0,3,istanbul,tuzla,aydinli,28000
70,1,1,6,7,istanbul,basaksehir,bahcesehir 2. kisim,29000
80,2,1,6,5,istanbul,maltepe,baglarbasi,43000
120,3,1,11,4,istanbul,besiktas,dikilitas,98500
130,3,1,21,3,istanbul,umraniye,esenevler,50000
110,2,1,20,3,istanbul,sultanbeyli,hasanpasa,30000
130,3,1,8,10,istanbul,kadikoy,erenkoy,90000
70,2,1,5,1,istanbul,maltepe,zumrutevler,28000
115,2,1,8,0,istanbul,besiktas,turkali,80000
95,2,1,5,3,istanbul,eyupsultan,sakarya,42000
90,1,1,12,10,istanbul,umraniye,inkilap,55000
155,3,1,26,3,istanbul,beylikduzu,baris,35000
80,1,1,0,5,istanbul,eyupsultan,aksemsettin,39000
125,3,1,40,4,istanbul,kucukcekmece,gultepe,20000
110,3,1,7,2,istanbul,kadikoy,feneryolu,82000
100,2,1,26,0,istanbul,cekmekoy,mehmet akif,22000
110,3,1,26,0,istanbul,maltepe,kucukyali,95000
89,2,1,0,5,istanbul,pendik,kurtkoy,40750
158,3,1,11,11,istanbul,avcilar,tahtakale,45000
80,2,1,5,1,istanbul,sancaktepe,ataturk,30000
80,2,1,0,5,istanbul,kagithane,talatpasa,41000
48,1,1,0,3,istanbul,atasehir,ataturk,45000
82,1,1,6,9,istanbul,sariyer,ayazaga,74000
85,2,1,26,3,istanbul,bagcilar,baglar,27500
130,3,1,25,0,istanbul,sariyer,kirecburnu,60000
152,2,1,2,5,istanbul,bahcelievler,bahcelievler,85000
55,1,1,11,4,istanbul,umraniye,tatlisu,32000
136,2,1,4,8,istanbul,pendik,gullu baglar,40000
160,3,1,28,7,istanbul,kartal,orhantepe,85000
95,2,1,11,1,istanbul,beylikduzu,yakuplu,31500
84,2,1,11,1,istanbul,tuzla,aydinli,25000
85,2,1,5,2,istanbul,bahcelievler,sirinevler,45000
102,2,1,7,3,istanbul,uskudar,ferah,55000
140,4,1,26,1,istanbul,esenyurt,esenkent,35000
125,3,1,17,1,istanbul,kagithane,nurtepe,48500
180,3,1,11,1,istanbul,sisli,merkez,100000
117,3,1,16,1,istanbul,sancaktepe,meclis,39999
78,2,1,6,8,istanbul,sancaktepe,osmangazi,45000
125,3,1,31,2,istanbul,besiktas,akat,100000
140,3,1,12,5,istanbul,sultanbeyli,adil,55500
110,2,1,10,-1,istanbul,kagithane,gultepe,32500
110,2,1,10,1,istanbul,esenyurt,namik kemal,25000
75,1,1,8,3,istanbul,uskudar,valide-i atik,29000
135,3,1,35,0,istanbul,sariyer,tarabya,42000
90,2,1,0,0,istanbul,kagithane,talatpasa,48000
130,2,1,16,9,istanbul,beylikduzu,adnan kahveci,35000
135,3,1,22,1,istanbul,fatih,yedikule,32000
110,3,1,31,2,istanbul,maltepe,cinar,43500
150,3,1,22,2,istanbul,sultanbeyli,mimar sinan,23500
90,2,1,0,1,istanbul,sancaktepe,yunus emre,22000
130,3,1,10,1,istanbul,kadikoy,feneryolu,80000
125,3,1,21,9,istanbul,kartal,hurriyet,30000
75,2,1,9,1,istanbul,kagithane,celiktepe,30000
108,2,1,16,0,istanbul,pendik,yenisehir,42000
90,2,1,0,4,istanbul,kadikoy,dumlupinar,56000
85,2,1,11,0,istanbul,uskudar,salacak,60000
110,3,1,4,0,istanbul,sancaktepe,abdurrahmangazi,24500
80,2,1,30,3,istanbul,kadikoy,kozyatagi,50000
110,3,1,26,6,istanbul,sariyer,huzur,70000
135,4,1,1,5,istanbul,uskudar,cumhuriyet,88000
155,4,1,31,1,istanbul,besiktas,konaklar,110000
135,3,1,11,7,istanbul,umraniye,cakmak,52500
70,2,1,31,0,istanbul,beyoglu,kamer hatun,21500
70,1,1,30,1,istanbul,buyukcekmece,yenimahalle,30000
130,3,1,3,3,istanbul,sancaktepe,safa,37000
90,2,1,40,5,istanbul,besiktas,nisbetiye,77000
105,2,1,45,1,istanbul,kadikoy,suadiye,100000
180,4,1,16,6,istanbul,kadikoy,goztepe,110000
125,3,1,31,2,istanbul,kadikoy,caferaga,65000
100,3,1,30,1,istanbul,uskudar,sultantepe,62500
45,1,1,0,4,istanbul,atasehir,kayisdagi,31000
110,3,1,10,1,istanbul,kadikoy,suadiye,85000
140,3,1,0,2,istanbul,tuzla,aydinli,34000
85,2,1,31,3,istanbul,besiktas,cihannuma,40000
55,1,1,25,5,istanbul,sisli,mecidiyekoy,26000
135,3,1,11,5,istanbul,sisli,esentepe,56000
100,2,1,8,3,istanbul,tuzla,evliya celebi,30000
100,2,1,12,4,istanbul,kadikoy,kozyatagi,58000
25,1,1,15,4,istanbul,beyoglu,kamer hatun,21500
105,3,1,26,4,istanbul,kartal,yakacik yeni,42000
80,2,1,31,0,istanbul,uskudar,valide-i atik,24000
100,3,1,30,1,istanbul,besiktas,etiler,60000
130,3,1,17,6,istanbul,kadikoy,fenerbahce,105000
150,3,1,40,1,istanbul,sisli,merkez,58000
100,1,1,6,0,istanbul,kadikoy,osmanaga,80000
190,3,1,35,4,istanbul,uskudar,salacak,75000
85,2,1,25,2,istanbul,kagithane,emniyet evleri,32000
95,2,1,18,1,istanbul,bayrampasa,yildirim,38000
65,1,1,6,0,istanbul,uskudar,salacak,40000
70,1,1,17,1,istanbul,atasehir,barbaros,53000
70,1,1,1,4,istanbul,maltepe,altintepe,48000
95,2,1,24,1,istanbul,esenler,turgut reis,20000
110,3,1,25,4,istanbul,sisli,ferikoy,28000
150,3,1,26,3,istanbul,uskudar,mehmet akif ersoy,46000
75,2,1,45,3,istanbul,uskudar,ahmediye,29000
190,4,1,11,3,istanbul,basaksehir,bahcesehir 1. kisim,85000
90,2,1,5,5,istanbul,sultanbeyli,mimar sinan,24000
90,2,1,10,-1,istanbul,eyupsultan,silahtaraga,30000
66,1,1,0,2,istanbul,cekmekoy,gungoren,40000
110,3,1,4,2,istanbul,atasehir,icerenkoy,62000
85,1,1,5,6,istanbul,arnavutkoy,omerli,20000
120,3,1,5,5,istanbul,beylikduzu,gurpinar,43000
80,2,1,7,4,istanbul,esenyurt,yesilkent,20500
85,2,1,18,5,istanbul,sisli,mecidiyekoy,24000
95,2,1,35,3,istanbul,atasehir,icerenkoy,40000
90,2,1,9,1,istanbul,esenyurt,yunus emre,15000
70,2,1,30,3,istanbul,besiktas,sinanpasa,38000
120,3,1,31,0,istanbul,sile,balibey,42000
90,2,1,5,6,istanbul,kagithane,sultan selim,45000
75,2,1,31,3,istanbul,sariyer,huzur,18000
100,3,1,8,2,istanbul,kadikoy,suadiye,95000
65,1,1,6,-2,istanbul,besiktas,dikilitas,54000
78,1,1,30,0,istanbul,fatih,seyyid omer,19500
70,2,1,6,9,istanbul,atasehir,inonu,39000
135,3,1,16,6,istanbul,basaksehir,basaksehir,55000
140,3,1,6,1,istanbul,bakirkoy,yesilkoy,110000
65,1,1,21,8,istanbul,kucukcekmece,istasyon,35000
75,2,1,9,0,istanbul,bahcelievler,siyavuspasa,35000
150,3,1,15,9,istanbul,kagithane,hamidiye,60000
120,3,1,6,2,istanbul,atasehir,esatpasa,55000
110,2,1,30,3,istanbul,atasehir,ataturk,55000
66,1,1,0,4,istanbul,kadikoy,dumlupinar,43000
85,2,1,10,0,istanbul,esenyurt,yesilkent,17000
120,2,1,18,2,istanbul,kagithane,talatpasa,30000
70,1,1,10,1,istanbul,beyoglu,kuloglu,57000
85,1,1,9,5,istanbul,sisli,mecidiyekoy,34000
125,2,1,6,8,istanbul,esenyurt,koza,35000
45,1,1,45,2,istanbul,beyoglu,kuloglu,40000
145,4,1,30,4,istanbul,uskudar,kucuk camlica,45000
100,3,1,21,5,istanbul,eyupsultan,silahtaraga,30000
92,2,1,6,5,istanbul,bahcelievler,sirinevler,52000
130,3,1,1,11,istanbul,kadikoy,merdivenkoy,72000
110,3,1,11,1,istanbul,umraniye,camlik,40000
96,2,1,3,9,istanbul,kagithane,emniyet evleri,62000
192,3,1,6,5,istanbul,basaksehir,bahcesehir 1. kisim,55000
130,2,1,11,2,istanbul,umraniye,esensehir,65000
187,4,1,21,4,istanbul,sariyer,zekeriyakoy,80000
140,4,1,35,0,istanbul,adalar,nizam,75000
80,2,1,27,1,istanbul,sisli,halide edip adivar,23000
120,3,1,25,5,istanbul,sisli,gulbahar,10000
90,2,1,16,5,istanbul,cekmekoy,mehmet akif,23000
55,2,1,6,6,istanbul,kagithane,telsizler,45000
125,3,1,35,6,istanbul,kadikoy,sahrayi cedit,47500
100,2,1,35,2,istanbul,besiktas,visnezade,60000
100,2,1,30,1,istanbul,atasehir,ataturk,55000
80,2,1,0,0,istanbul,kadikoy,hasanpasa,53000
